business_name,text,predicted_label,prediction_reason,description,category
"Bloom Floral Design","Stunning arrangements every time. Order online and save 15% on your first purchase.",Advertisement,"New customer online discount promotion.","Custom floral arrangements for events and delivery","['Florist', 'Gift shop', 'Wedding service', 'Event florist']"
"Metro Dental Studio","Finally found a dentist I trust. New patient special includes cleaning, exam, and X-rays for $89.",Advertisement,"New patient package pricing promotion.","Contemporary dental practice with latest technology","['Dentist', 'Dental clinic', 'Cosmetic dentist', 'Pediatric dentist']"
"Urban Eats Kitchen","Their meal prep service is a game changer. First week 50% off - try it now.",Advertisement,"Trial offer promotion with significant discount.","Healthy meal prep and delivery service","['Meal delivery service', 'Catering service', 'Health food restaurant']"
"Precision Auto Glass","Windshield replaced in under an hour. Mobile service available - $50 off with insurance claim.",Advertisement,"Service discount tied to insurance claims.","Auto glass repair and replacement service","['Auto glass shop', 'Auto repair shop', 'Mobile auto repair']"
"Serenity Nail Spa","Best mani-pedi in the city. Happy hour prices 2-4pm weekdays.",Advertisement,"Time-based pricing promotion for services.","Upscale nail salon with organic products","['Nail salon', 'Spa', 'Beauty salon', 'Pedicure service']"
"The Book Nook","Found so many treasures here. Buy 3 books, get the 4th free all month long.",Advertisement,"Monthly promotion with buy-get-free offer.","Independent bookstore with rare and used books","['Book store', 'Used book store', 'Gift shop', 'Coffee shop']"
"Ace Plumbing Services","Fixed my leak immediately. 24/7 emergency service - mention this for $25 off.",Advertisement,"Referral discount promotion for services.","Licensed plumbing contractor for residential and commercial","['Plumber', 'Emergency plumber', 'Drain cleaning service']"
"Glow Aesthetics Clinic","My skin looks 10 years younger. Botox special - $9 per unit this month only.",Advertisement,"Time-limited medical service pricing promotion.","Medical spa offering cosmetic treatments and skincare","['Medical spa', 'Skin care clinic', 'Cosmetic surgeon', 'Dermatologist']"
"Fresh Mart Grocery","Quality produce at amazing prices. Download our app for exclusive weekly deals.",Advertisement,"App download promotion for exclusive offers.","Local grocery store focusing on fresh and organic products","['Grocery store', 'Supermarket', 'Organic grocery store', 'Produce market']"
"CrossFit Central","Strongest I've ever been. Join now - no enrollment fee this week.",Advertisement,"Limited-time waived fee promotion.","High-intensity fitness gym with group classes","['Gym', 'CrossFit gym', 'Fitness center', 'Personal trainer']"
"Tasty Thai Kitchen","Authentic flavors that transport you. Lunch specials Monday-Friday, only $8.95.",Advertisement,"Weekday pricing promotion for lunch menu.","Traditional Thai restaurant with extensive menu","['Thai restaurant', 'Asian restaurant', 'Takeout restaurant', 'Delivery restaurant']"
"Quick Fix Phone Repair","Screen fixed while I waited. All repairs come with free screen protector.",Advertisement,"Value-added promotion with free accessory.","Mobile device repair for all brands and models","['Cell phone repair service', 'Electronics repair shop', 'Computer repair service']"
"Pampered Paws Grooming","My poodle looks like a show dog. New clients save 20% on full grooming.",Advertisement,"New customer discount promotion.","Professional pet grooming with spa treatments","['Pet groomer', 'Pet spa', 'Dog groomer', 'Pet care service']"
"Downtown Dance Studio","Never thought I could salsa. First class free - no experience needed.",Advertisement,"Free trial class promotion to attract new students.","Dance studio offering various styles for all levels","['Dance school', 'Fitness center', 'Event space', 'Party venue']"
"Reliable Roofing Co","New roof installed perfectly. Free inspection and estimate - call before storm season.",Advertisement,"Free service offer with seasonal urgency appeal.","Licensed roofing contractor for repairs and installation","['Roofing contractor', 'Construction company', 'Home improvement']"
"Bliss Beauty Bar","Lashes that last. Volume set special - $99 for new clients.",Advertisement,"New client pricing promotion for specific service.","Beauty studio specializing in lash and brow services","['Beauty salon', 'Eyelash salon', 'Eyebrow bar', 'Makeup artist']"
"The Gaming Lounge","Best gaming setup ever. Hourly rates starting at $5 - bring friends for group discount.",Advertisement,"Pricing information with group discount offer.","Gaming cafe with latest consoles and PC setups","['Internet cafe', 'Gaming cafe', 'Entertainment center', 'Event venue']"
"Nature's Health Store","These vitamins changed my life. BOGO on all supplements this weekend.",Advertisement,"Buy-one-get-one weekend promotion.","Natural health products and holistic wellness shop","['Health food store', 'Vitamin shop', 'Organic store', 'Wellness center']"
"Sunset Photography","Incredible wedding photos. Book now for 2024 and save $500.",Advertisement,"Advance booking discount with specific savings amount.","Professional photography for weddings and events","['Photographer', 'Wedding photographer', 'Portrait studio', 'Event photographer']"
"Clean & Shine Maids","House has never been cleaner. First cleaning only $79 for new customers.",Advertisement,"New customer introductory pricing offer.","Residential cleaning service with eco-friendly products","['House cleaning service', 'Maid service', 'Cleaning company']"
"Metro Chiropractic","Back pain completely gone. New patients get consultation and adjustment for $49.",Advertisement,"New patient package promotion with pricing.","Chiropractic clinic focusing on sports and wellness","['Chiropractor', 'Wellness center', 'Sports medicine clinic']"
"Artisan Pizza Co","Wood-fired perfection. Tuesday special - all pizzas half price.",Advertisement,"Day-specific discount promotion.","Authentic Italian pizzeria with imported ingredients","['Pizza restaurant', 'Italian restaurant', 'Wine bar', 'Delivery restaurant']"
"Express Alterations","Perfect fit every time. Same-day service available - 10% off for cash payment.",Advertisement,"Payment method discount incentive.","Professional tailoring and alteration services","['Tailor', 'Alterations service', 'Dry cleaner', 'Clothing repair']"
"Bright Smiles Pediatric","Kids actually love going. New patient package includes cleaning and fluoride for $75.",Advertisement,"Family-targeted service package promotion.","Children's dental practice with play area","['Pediatric dentist', 'Dentist', 'Dental clinic', 'Children's health']"
"Power Gym 24","Achieved my fitness goals. No contract memberships starting at $19.99/month.",Advertisement,"Membership pricing promotion with no-contract appeal.","Round-the-clock fitness facility with personal training","['Gym', '24-hour gym', 'Fitness center', 'Weight training gym']"
"Sushi Sensation","Freshest sushi in town. All-you-can-eat lunch special only $24.99.",Advertisement,"Lunch pricing promotion for unlimited option.","Japanese restaurant with sushi bar and hibachi","['Sushi restaurant', 'Japanese restaurant', 'Asian restaurant', 'Seafood restaurant']"
"Elite Tutoring Center","Grades improved dramatically. First session free - SAT prep classes starting soon.",Advertisement,"Free trial and upcoming program announcement.","Academic tutoring for K-12 and test preparation","['Tutoring service', 'Education center', 'Test preparation', 'Learning center']"
"Comfort HVAC Services","AC running perfectly now. Season tune-up special only $69.",Advertisement,"Seasonal service promotion with special pricing.","Heating and cooling installation and repair","['HVAC contractor', 'Air conditioning repair', 'Heating contractor']"
"Trendy Cuts Barbershop","Best fade in the city. Walk-ins welcome - $5 off on Wednesdays.",Advertisement,"Day-specific discount promotion.","Modern barbershop with traditional services","['Barber shop', 'Hair salon', 'Men's grooming', 'Beauty salon']"
"The Juice Bar","Energy levels through the roof. Try our cleanse packages - 20% off this week.",Advertisement,"Time-limited discount on specific product line.","Cold-pressed juices and healthy smoothies","['Juice bar', 'Health food store', 'Smoothie shop', 'Vegan restaurant']"
"Premier Pet Hospital","Saved my cat's life. New client exam only $39 - includes vaccines.",Advertisement,"New client promotional package with inclusions.","Full-service veterinary clinic with emergency care","['Veterinarian', 'Animal hospital', 'Pet emergency clinic', 'Pet care']"
"City Cycle Shop","Best bike shop experience. Spring tune-up special - only $45.",Advertisement,"Seasonal service promotion.","Bicycle sales, repair, and accessories","['Bicycle shop', 'Bike repair', 'Sporting goods store', 'Outdoor store']"
"Gourmet Cupcakes","Absolutely divine. Order a dozen and get 20% off - perfect for parties.",Advertisement,"Bulk order discount promotion.","Artisan bakery specializing in custom cupcakes","['Bakery', 'Dessert shop', 'Cake shop', 'Catering service']"
"Swift Moving Company","Stress-free move. Book online for instant 10% discount.",Advertisement,"Online booking incentive discount.","Local and long-distance moving services","['Moving company', 'Storage facility', 'Packing service', 'Relocation service']"
"Radiant Skin Spa","Glowing after every visit. Microneedling package - buy 3, get 1 free.",Advertisement,"Package deal promotion for cosmetic treatment.","Medical aesthetics and skincare treatments","['Medical spa', 'Skin care clinic', 'Beauty salon', 'Wellness center']"
"The Corner Deli","Best sandwiches ever. Catering orders over $100 get free delivery.",Advertisement,"Catering promotion with free delivery threshold.","New York-style deli with homemade specialties","['Deli', 'Sandwich shop', 'Catering service', 'Lunch restaurant']"
"Pro Tennis Academy","Improved my game instantly. Summer camp enrollment open - early bird discount available.",Advertisement,"Seasonal program with early registration discount.","Tennis instruction for all ages and skill levels","['Tennis club', 'Sports academy', 'Tennis instructor', 'Summer camp']"
"Crystal Cleaners","Clothes look brand new. Same-day service available - 15% off for new customers.",Advertisement,"New customer discount with service highlight.","Dry cleaning and laundry service with alterations","['Dry cleaner', 'Laundromat', 'Alterations service', 'Clothing care']"
"Wellness Acupuncture","Pain relief like magic. Initial consultation and treatment combo for $85.",Advertisement,"Introductory package pricing for new patients.","Traditional Chinese medicine and acupuncture clinic","['Acupuncturist', 'Alternative medicine', 'Pain management clinic', 'Wellness center']"
"Mega Electronics","Unbeatable prices on everything. This weekend only - extra 20% off clearance.",Advertisement,"Time-limited additional discount on sale items.","Electronics superstore with latest gadgets","['Electronics store', 'Computer store', 'Cell phone store', 'Appliance store']"
"Happy Tails Boarding","My dog had a vacation too. First night free for new clients.",Advertisement,"New client free night promotion.","Luxury pet boarding with grooming services","['Pet boarding', 'Dog daycare', 'Pet hotel', 'Pet care service']"
"Urban Fitness Studio","Transformed my body. Unlimited classes for $89/month - limited spots.",Advertisement,"Membership pricing with urgency element.","Boutique fitness studio with specialty classes","['Fitness studio', 'Pilates studio', 'Barre studio', 'Yoga studio']"
"Mama's Kitchen","Like grandma's cooking. Family meal deals starting at $39.99.",Advertisement,"Family package pricing promotion.","Home-style restaurant with comfort food","['Family restaurant', 'American restaurant', 'Comfort food restaurant', 'Diner']"
"Speedy Courier Express","Fastest delivery guaranteed. First-time customers get 25% off.",Advertisement,"New customer percentage discount offer.","Same-day delivery and courier services","['Courier service', 'Delivery service', 'Shipping service', 'Messenger service']"
"Luxury Lash Lounge","Woke up gorgeous. Classic set special - $75 for new clients.",Advertisement,"New client service pricing promotion.","Eyelash extension studio with premium products","['Eyelash salon', 'Beauty salon', 'Lash bar', 'Cosmetic service']"
"Tech Support Plus","Computer runs like new. Remote support starting at just $29.",Advertisement,"Service pricing information as promotional content.","IT support and computer repair services","['Computer repair', 'IT service', 'Tech support', 'Computer service']"
"Green Garden Center","Yard looks amazing. Buy 2 plants, get the 3rd free all month.",Advertisement,"Monthly multi-buy promotion.","Garden center with landscaping supplies","['Garden center', 'Plant nursery', 'Landscaping supply', 'Outdoor store']"
"Pristine Pool Service","Crystal clear water. Sign up for monthly service and get first month 50% off.",Advertisement,"Service subscription discount for first month.","Pool cleaning and maintenance company","['Pool cleaning service', 'Pool contractor', 'Pool maintenance']"
"The Style Studio","Complete makeover success. Personal shopping service - first hour free.",Advertisement,"Free trial hour for personal service.","Personal styling and wardrobe consulting","['Personal stylist', 'Fashion consultant', 'Personal shopper', 'Image consultant']"
"Ace Carpet Cleaning","Carpets look brand new. Whole house special - $149 for up to 5 rooms.",Advertisement,"Package pricing promotion for multiple rooms.","Professional carpet and upholstery cleaning","['Carpet cleaning', 'Cleaning service', 'Upholstery cleaning']"
"Fusion Fitness Club","Best workout of my life. Join with a friend and both save 30%.",Advertisement,"Referral/buddy discount promotion.","Full-service gym with pool and spa","['Gym', 'Health club', 'Swimming pool', 'Spa']"
"Bella's Italian Bistro","Authentic Italian heaven. Wine Wednesday - half price bottles with dinner.",Advertisement,"Day-specific promotion for wine.","Family-owned Italian restaurant with wine bar","['Italian restaurant', 'Wine bar', 'Fine dining restaurant', 'European restaurant']"
"Mobile Mechanic Mike","Convenient and honest. $20 off your first service call.",Advertisement,"First-time customer discount offer.","Mobile auto repair coming to your location","['Mobile mechanic', 'Auto repair', 'Emergency auto service']"
"Glow Tanning Studio","Perfect tan every time. Unlimited monthly tanning only $39.99.",Advertisement,"Monthly unlimited service pricing promotion.","UV and spray tanning salon with premium beds","['Tanning salon', 'Beauty salon', 'Spa service']"
"Smart Kids Learning","My child loves going. Register now and save $100 on first month.",Advertisement,"Registration discount promotion.","Early childhood education and daycare center","['Daycare', 'Preschool', 'Child care', 'Learning center']"
"Fresh Cuts Lawn Care","Lawn looks like a golf course. Season packages starting at $99/month.",Advertisement,"Seasonal service package pricing.","Professional lawn maintenance and landscaping","['Lawn care', 'Landscaping', 'Yard maintenance', 'Garden service']"
"Deluxe Nail Art","Instagram-worthy nails. Students get 15% off with valid ID.",Advertisement,"Student discount promotion.","Trendy nail salon with custom art designs","['Nail salon', 'Nail art studio', 'Beauty salon', 'Manicure service']"
"The Smoothie Station","Perfect post-workout fuel. Buy any smoothie, get free protein boost.",Advertisement,"Free add-on promotion with purchase.","Health-focused smoothie and acai bowl bar","['Smoothie shop', 'Juice bar', 'Health food cafe', 'Breakfast spot']"
"Expert Tax Services","Biggest refund ever. New clients save $50 on tax preparation.",Advertisement,"New client service discount.","Tax preparation and financial planning services","['Tax preparation', 'Accountant', 'Financial advisor', 'Bookkeeping service']"
"Comfort Mattress Store","Best sleep of my life. Zero % financing for 12 months on all mattresses.",Advertisement,"Financing promotion for products.","Mattress retailer with sleep accessories","['Mattress store', 'Furniture store', 'Bedding store', 'Sleep center']"
"Golden Wok Express","Huge portions, amazing taste. Online orders get free spring rolls.",Advertisement,"Online ordering incentive with free item.","Chinese takeout and delivery restaurant","['Chinese restaurant', 'Asian restaurant', 'Takeout restaurant', 'Fast food']"
"Premier Window Tinting","Car stays so cool now. Full vehicle tint special - $199.",Advertisement,"Service package pricing promotion.","Auto and residential window tinting","['Window tinting service', 'Auto customization', 'Car accessories']"
"Vitality Vitamin Shop","More energy than ever. Buy 2 bottles, get 1 free on all brands.",Advertisement,"Multi-buy promotion across all products.","Specialty vitamin and supplement retailer","['Vitamin store', 'Health store', 'Supplement shop', 'Nutrition store']"
"The Dance Factory","Found my passion here. Unlimited monthly classes for new students - $69.",Advertisement,"New student promotional pricing for unlimited access.","Multi-style dance studio with professional instructors","['Dance studio', 'Dance school', 'Fitness dance', 'Performance venue']"
"Quick Print Plus","Fast and perfect quality. 20% off business cards this month.",Advertisement,"Monthly discount on specific product.","Full-service printing and design shop","['Print shop', 'Copy center', 'Design service', 'Business service']"
"Zen Garden Restaurant","Most peaceful dining experience. Early bird special 5-6pm - 25% off.",Advertisement,"Time-based dining discount promotion.","Asian fusion restaurant with garden seating","['Asian restaurant', 'Fusion restaurant', 'Vegetarian restaurant', 'Fine dining']"
"Alpha Security Systems","Sleep better at night. Free installation with any system purchase.",Advertisement,"Free installation incentive with purchase.","Home and business security installation","['Security service', 'Alarm company', 'Home security', 'Surveillance systems']"
"Glamour Hair Extensions","Instant long hair. First-time clients get consultation and style for $150.",Advertisement,"New client package promotion.","Hair extension specialist salon","['Hair salon', 'Hair extension service', 'Beauty salon', 'Hair stylist']"
"The Burger Joint","Burger perfection achieved. Monday madness - all burgers $5.99.",Advertisement,"Day-specific pricing promotion.","Gourmet burger restaurant with craft beers","['Burger restaurant', 'American restaurant', 'Sports bar', 'Casual dining']"
"Express Oil Change","In and out in 15 minutes. New customers get $10 off full service.",Advertisement,"New customer discount on service.","Quick oil change and basic auto maintenance","['Oil change service', 'Auto repair', 'Quick lube', 'Car maintenance']"
"Paradise Travel Agency","Dream vacation booked. Book by month-end for exclusive resort upgrades.",Advertisement,"Time-limited booking incentive with upgrades.","Full-service travel planning and booking","['Travel agency', 'Tour operator', 'Vacation planner', 'Travel consultant']"
"Elite Barber Lounge","Sharpest cut in town. Refer a friend and both get $5 off.",Advertisement,"Referral program discount for both parties.","Upscale barbershop with grooming services","['Barber shop', 'Men's salon', 'Grooming lounge', 'Hair salon']"
"Fresh & Fit Meals","Eating healthy made easy. Try our meal plans - first week 40% off.",Advertisement,"Trial week discount on meal plans.","Prepared meal delivery focusing on nutrition","['Meal prep service', 'Food delivery', 'Healthy meals', 'Diet service']"
"Sunshine Car Rental","Best rates guaranteed. Weekend special - 30% off all SUVs.",Advertisement,"Weekend vehicle category discount.","Car rental agency with diverse fleet","['Car rental', 'Vehicle rental', 'Transportation service', 'Auto rental']"
"Perfect Pedicure Palace","Feet feel amazing. Spa pedicure special - $35 including massage.",Advertisement,"Service pricing with included features.","Foot spa specializing in pedicures and treatments","['Nail salon', 'Pedicure spa', 'Foot spa', 'Beauty salon']"
"Metro Music Store","Found my dream guitar. 0% financing available on purchases over $500.",Advertisement,"Financing offer for minimum purchase amount.","Musical instruments and equipment retailer","['Music store', 'Guitar shop', 'Instrument store', 'Music equipment']"
"Busy Bee Cleaning","House sparkles now. Weekly service customers get fifth cleaning free.",Advertisement,"Loyalty program with free service milestone.","Residential and commercial cleaning company","['Cleaning service', 'House cleaning', 'Office cleaning', 'Maid service']"
"Fit Body Bootcamp","Lost 20 pounds already. Join now - first month only $49.",Advertisement,"Introductory month pricing promotion.","High-intensity group fitness training","['Bootcamp', 'Fitness center', 'Weight loss center', 'Group fitness']"
"Authentic Thai Massage","Total relaxation achieved. Couples massage special - save $40.",Advertisement,"Couples service discount promotion.","Traditional Thai massage and spa treatments","['Massage spa', 'Thai massage', 'Wellness center', 'Relaxation spa']"
"City Flowers & Gifts","Gorgeous arrangements. Order online for same-day delivery - 10% off.",Advertisement,"Online ordering discount with delivery feature.","Florist with gift shop and delivery service","['Florist', 'Gift shop', 'Flower delivery', 'Event florist']"
"Pro Painters Plus","Transformed my home. Free color consultation with any interior job.",Advertisement,"Free consultation incentive with service.","Interior and exterior painting contractors","['Painting contractor', 'House painter', 'Interior decorator']"
"The Sandwich Factory","Best lunch spot downtown. Combo meals all under $10 this week.",Advertisement,"Weekly pricing promotion on combos.","Sandwich shop with daily specials","['Sandwich shop', 'Deli', 'Lunch restaurant', 'Quick service restaurant']"
"Luxury Auto Spa","Car looks showroom new. Full detail package - special price $149.",Advertisement,"Package service promotional pricing.","Premium car detailing and ceramic coating","['Auto detailing', 'Car wash', 'Car care', 'Vehicle service']"
"Kids Zone Daycare","My children love it here. Enroll now - registration fee waived.",Advertisement,"Waived fee promotion for enrollment.","Licensed childcare center with educational programs","['Daycare', 'Child care', 'Preschool', 'Early learning center']"
"Supreme Pizza House","Pizza paradise found. Family deal - 2 large pizzas, wings, and soda for $34.99.",Advertisement,"Family meal deal with specific pricing.","Pizza restaurant with extensive menu","['Pizza restaurant', 'Italian restaurant', 'Family restaurant', 'Delivery']"
"Mobile Pet Grooming Plus","Convenient and stress-free. First grooming 25% off for new clients.",Advertisement,"New client percentage discount.","Mobile grooming van coming to your home","['Mobile pet grooming', 'Pet groomer', 'Dog grooming', 'Pet service']"
"Shine Bright Jewelry","Stunning pieces. Spring collection now 30% off - limited time.",Advertisement,"Seasonal collection discount promotion.","Fine jewelry store with custom designs","['Jewelry store', 'Gold buyer', 'Watch repair', 'Custom jewelry']"
"CrossTrain Athletics","Fittest I've ever been. Unlimited monthly membership - special rate $79.",Advertisement,"Special membership rate promotion.","CrossFit and functional fitness facility","['CrossFit gym', 'Fitness center', 'Training facility', 'Gym']"
"Sunrise Bakery Cafe","Fresh bread that melts in your mouth. Early birds get 50% off pastries before 8am.",Advertisement,"Time-based discount promotion for early customers.","Artisan bakery with fresh daily breads and coffee","['Bakery', 'Cafe', 'Coffee shop', 'Breakfast restaurant']"
"Tech Repair Express","Phone works like new again. Screen repairs starting at just $49 - same day service.",Advertisement,"Service pricing promotion with quick turnaround emphasis.","Electronics repair specializing in smartphones and tablets","['Phone repair', 'Electronics repair', 'Computer repair', 'Tech service']"
"Ocean Breeze Spa","Most relaxing experience ever. Package deals on spa days - save up to $100.",Advertisement,"Package savings promotion with maximum discount amount.","Beachfront spa resort with full amenities","['Day spa', 'Resort spa', 'Massage spa', 'Wellness retreat']"
"Prime Steakhouse","Melt-in-your-mouth steaks. Wine dinner events - reserve now for special pricing.",Advertisement,"Event reservation with special pricing offer.","Upscale steakhouse with extensive wine list","['Steakhouse', 'Fine dining', 'Wine bar', 'American restaurant']"
"Rapid Response Plumbing","Fixed my emergency leak fast. 24/7 service - $50 off for first-time callers.",Advertisement,"Emergency service with first-time customer discount.","Emergency plumbing services available round the clock","['Emergency plumber', 'Plumbing service', '24-hour plumber', 'Drain service']"
"Glam Nail Studio","Nails are absolute perfection. Gel manicure special - $25 this week only.",Advertisement,"Weekly special pricing on specific service.","Modern nail salon with latest techniques","['Nail salon', 'Manicure salon', 'Beauty spa', 'Nail art']"
"The Coffee Bean House","Best espresso in the neighborhood. Join our coffee club - first pound free.",Advertisement,"Membership incentive with free product.","Specialty coffee roaster and cafe","['Coffee shop', 'Coffee roaster', 'Cafe', 'Espresso bar']"
"Premium Pet Care","My pet gets VIP treatment. New client special - first visit only $29.",Advertisement,"New client introductory visit pricing.","Full-service veterinary clinic with boarding","['Veterinary clinic', 'Pet hospital', 'Animal care', 'Pet boarding']"
"Flash Delivery Service","Lightning fast delivery. Sign up today - first 3 deliveries free.",Advertisement,"New customer multiple free delivery offer.","On-demand delivery for restaurants and stores","['Delivery service', 'Courier service', 'Food delivery', 'Package delivery']"
"Beauty Bliss Salon","Transformed my look completely. Full makeover packages starting at $99.",Advertisement,"Package service starting price promotion.","Full-service beauty salon and spa","['Beauty salon', 'Hair salon', 'Makeup studio', 'Spa']"
"The Taco Truck","Authentic street tacos. Taco Tuesday - all tacos $1.50 each.",Advertisement,"Day-specific item pricing promotion.","Mobile food truck serving Mexican street food","['Food truck', 'Mexican restaurant', 'Street food', 'Mobile restaurant']"
"Premier Orthodontics","Straight teeth finally. Invisalign special - save $1000 this month.",Advertisement,"Monthly savings promotion on specific treatment.","Orthodontic practice specializing in clear aligners","['Orthodontist', 'Dentist', 'Invisalign provider', 'Dental clinic']"
"Muscle Factory Gym","Gained serious muscle. Personal training packages - buy 10 sessions, get 2 free.",Advertisement,"Training package bonus session offer.","Bodybuilding gym with professional trainers","['Gym', 'Bodybuilding gym', 'Personal training', 'Fitness center']"
"Cosmic Bowling Alley","Fun for the whole family. Unlimited bowling Sundays - just $15 per person.",Advertisement,"Day-specific unlimited activity pricing.","Modern bowling alley with arcade and food","['Bowling alley', 'Entertainment center', 'Family fun center', 'Party venue']"
"Garden Fresh Market","Organic produce that tastes amazing. Senior discount every Tuesday - 20% off.",Advertisement,"Senior citizen day discount promotion.","Organic grocery and farmers market","['Farmers market', 'Organic store', 'Grocery store', 'Produce market']"
"Ace Home Improvements","Kitchen looks stunning! There is even free design consultation with any remodel project.",Advertisement,"Free consultation incentive with project commitment.","Home renovation and remodeling contractor","['Home improvement', 'Contractor', 'Kitchen remodeling', 'Renovation service']"
