business_name,text,predicted_label,prediction_reason,name,description,category
Bill's Burgers,So good!  Just go.,Valid,"The review expresses genuine positive sentiment about the food quality at Bill's Burgers with 'So good!' and provides a recommendation to visit. The content is directly relevant to the American restaurant, and the 5-star rating is consistent with the positive text.",Bill's Burgers,,['Restaurant']
Mill Creek,GREAT PLACE TO TAKE KIDS OF ALL AGES. WE HAD A BLAST W/OUR FAMILY HERE.,Valid,"The review describes a genuine family experience at a park location, with content directly relevant to the category 'Park' and the positive 5-star rating is consistent with the enthusiastic text about having a great time with kids.",Mill Creek,,['River']
R&H Hobbies,Best Hobby shop in Sacramento,Valid,"The review provides a genuine positive assessment of the hobby shop, with the 5-star rating consistent with calling it the 'best' in Sacramento. The content is directly relevant to the business category (hobby store) and expresses a clear opinion about the location.",R&H Hobbies,,['Hobby store']
Carnitas Express,Nastie! don't waste your money.,Valid,"The review expresses a genuine negative experience at the Mexican restaurant with a 1-star rating that matches the critical sentiment. Despite being brief, the comment 'Nastie! don't waste your money.' directly relates to the food quality and value at this restaurant, making it a legitimate review of the dining experience.",Carnitas Express,,['Mexican restaurant']
IHOP,The syrup covered cockroaches were delicious.,Irrelevant,"The review mentions 'syrup covered cockroaches' as food, which is completely unrelated to IHOP's actual menu of pancakes and American breakfast fare. This appears to be nonsensical content that doesn't describe a genuine dining experience at the restaurant.",IHOP,Long-standing chain serving a wide variety of pancakes & other American breakfast & diner fare.,"['Breakfast restaurant', 'American restaurant', 'Family restaurant', 'Restaurant']"
Green Onion,Service & food was fantastic not 2 mention the Cadillac Margaritas ABSOLUTELY amazing,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning specific aspects like service, food quality, and drinks (Cadillac Margaritas). The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the restaurant's offerings.",Green Onion,"Long-running spot serving Mexican standards, from tacos to burritos, in casual digs with a full bar.","['Mexican restaurant', 'Restaurant']"
Verizon Authorized Retailer - Victra,9 out of 10 times that I have problems with my service the store doesn't know how to help and I'm given a phone number to call and I stopped calling Verizon customer service for anything these days. Customer service is the worst.  Nobody has 3 or more hours to spare sitting on hold and telling the same scenario to 5 different operators.  Screw that,Valid,"The review describes genuine experiences with the Verizon store's customer service and support capabilities. The 1-star rating aligns with the negative experience described, and the content is directly relevant to telecommunications services and store support quality.",Verizon Authorized Retailer - Victra,,"['Cell phone store', 'Internet service provider', 'Telecommunications service provider']"
The Dana on Mission Bay,Beautiful,Valid,"The review provides a positive assessment ('Beautiful') that is relevant to the hotel location and is consistent with the 5-star rating. While brief, the comment relates appropriately to the resort hotel's aesthetic qualities.",The Dana on Mission Bay,"Classic rooms & suites in a relaxed bayside hotel with dining, 2 outdoor pools & a hot tub.","['Resort hotel', 'Marina']"
Giuliano's,Food is so so..... Expensive for what you get! Best deal is the large Torpedo sandwich. Don't forget to ask for the dressing that comes with the Torpedo. You must have it and for some reason they seem like they really don't want to give it to you!! Not the friendliness staff unfortunately!!,Valid,"The review provides a genuine experience at the Italian restaurant, discussing food quality, pricing, specific menu items (Torpedo sandwich), service issues with staff, and gives practical advice. The 3-star rating aligns with the mixed feedback about the food and service.",Giuliano's,"Classic Italian deli offering sandwiches, pizza & pasta entrees & baked goods, plus grocery items.","['Italian restaurant', 'Caterer', 'European restaurant', 'Takeout Restaurant', 'Sandwich shop']"
Sen Dai Sushi,Very good food but vegetarians don't have many options. Be careful since the soup has fish broth.,Valid,"The review provides a genuine experience about the food quality and specific details about vegetarian options and fish broth in soup, which is relevant to this Japanese/sushi restaurant. The 4-star rating is consistent with the mixed but generally positive feedback.",Sen Dai Sushi,"Traditional & creative sushi rolls, along with tempura & teriyaki, served fast in a basic setting.","['Japanese restaurant', 'Restaurant', 'Sushi restaurant']"
Denny's,"The service was bad cold good servers mixing up the orders.the manager didn't care he should have have us some kind of discount, o o o I'm sorry   it was fake and they wasn't even bizzie, I like some Dennis but the one on Manchester  in Inglewood they need some more training",Valid,"The review describes a genuine dining experience at Denny's, mentioning specific issues with service, cold food, order mix-ups, and management response. Despite poor grammar and spelling, the content is clearly relevant to the restaurant experience and matches the business category of diner/American restaurant.",Denny's,"Casual diner chain dishing up classic American comfort fare, including breakfast, 24 hours a day.","['Diner', 'American restaurant', 'Breakfast restaurant']"
Rubio's Coastal Grill,Theyare enforcing the use of masks and social distancing. The inside and outside dining are available. The fish taco was fantastic! Plenty of fish and just the right amount of toppings.,Valid,"The review describes a genuine dining experience at Rubio's Coastal Grill, mentioning specific details about COVID safety measures, dining options, and the quality of the fish taco. The content is directly relevant to the restaurant's seafood/Mexican cuisine focus, and the 5-star rating aligns with the positive experience described.",Rubio's Coastal Grill,Beach-themed chain known for Baja-style fish tacos & Mexican-inspired seafood entrees.,"['Seafood restaurant', 'Caterer', 'Family restaurant', 'Mexican restaurant', 'Restaurant', 'Vegan restaurant', 'Vegetarian restaurant']"
dressbarn,"Love the store, good selection of clothes, employees quite helpful",Valid,"The review describes a genuine shopping experience at the women's clothing store, mentioning specific aspects like clothing selection and helpful employees, which directly relates to the business description and category. The 5-star rating is consistent with the positive feedback.",dressbarn,"Retail chain with a wide range of women's career- & casualwear, including petites & plus sizes.","[""Women's clothing store""]"
Santa Monica Place,Amazing views!,Valid,"The review 'Amazing views!' is relevant to Santa Monica Place, which has a rooftop dining deck according to the description. The comment about views aligns well with the open-air mall structure and rooftop features, making it a genuine experience review.",Santa Monica Place,"Contemporary open-air mall since 1980 with luxury-brand shops, plus a food court & a movie theater.",['Shopping mall']
Pala Casino Spa Resort,Nice casino. Food isn't the best at the buffet and cafe. Improve that and five starts,Valid,"The review provides a genuine experience at the casino resort, commenting on specific aspects like the casino itself and food quality at the buffet and cafe. The 4-star rating is consistent with the mixed feedback (positive about casino, constructive criticism about food), and the content is directly relevant to the business description and category.",Pala Casino Spa Resort,"Modern casino resort offering upscale rooms, a spa & a pool, plus shops & restaurants.","['Casino', 'Resort hotel']"
Cafe Rio Mexican Grill,Great pork salads,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning 'pork salads' which is relevant to the restaurant's Mexican food offerings, and the 4-star rating is consistent with the positive text.",Cafe Rio Mexican Grill,"Counter-serve eatery dishing up Mexican classics including hand-rolled tortillas, burritos & tacos.","['Mexican restaurant', 'Burrito restaurant', 'Caterer', 'Family restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant']"
Fort Point National Historic Site,"(Translated by Google) A very historic place

(Original)
Un lugar muy histórico",Valid,"The review describes the location as 'a very historic place', which directly relates to the business being a historical landmark and tourist attraction. The 5-star rating is consistent with the positive assessment, and the content is relevant to the site's historical nature.",Fort Point National Historic Site,Fort from the Civil War era located under the Golden Gate Bridge offering cannon drills & tours.,"['Historical place', 'Historical landmark', 'Tourist attraction']"
Coco Farms,"As a want/need of our community CoCoFarms serves us well. Friendly, inviting and professional CoCo Farms is thee place to go! Right on!",Valid,"The review describes a genuine positive experience at Coco Farms, praising the service quality (friendly, inviting, professional) and expressing satisfaction with how the business serves the community. The 5-star rating is consistent with the positive feedback, and the content is clearly relevant to a cannabis store/alternative medicine business.",Coco Farms,,"['Cannabis store', 'Alternative medicine practitioner']"
Tractor Supply Co.,Nice store,Valid,"The review provides a genuine, positive assessment of the store experience. While brief, 'Nice store' is relevant to Tractor Supply Co. and consistent with the 5-star rating.",Tractor Supply Co.,"Chain with a wide variety of agricultural & livestock supplies, plus tools, workwear & boots.","['Home improvement store', 'Garden center', 'Hardware store', 'Pet supply store', 'Propane supplier']"
Hakata Ikkousha,The soup base is really good. God Fire Ramen for the brave,Valid,"The review describes a genuine dining experience at the ramen restaurant, mentioning specific menu items ('God Fire Ramen') and food quality ('soup base is really good'). The content is directly relevant to the business category (ramen restaurant) and the 5-star rating is consistent with the positive feedback.",Hakata Ikkousha,,"['Ramen restaurant', 'Japanese restaurant', 'Noodle shop']"
Bonjour Cafe,😍😍😍 SO GOOD. the French toast was especially amazing,Valid,"The review describes a genuine dining experience at the French cafe, specifically mentioning French toast which aligns with the business being a French restaurant and breakfast restaurant. The 5-star rating is consistent with the positive sentiment expressed.",Bonjour Cafe,"Quaint intimate bistro serving light French-inspired cafe fare including salad, quiche & sandwiches.","['French restaurant', 'Breakfast restaurant', 'Restaurant']"
Santa Cruz Beach Boardwalk,"Nice landscape with changing views and just the normal life paying you. Joggers, walkers surfers and people playing Beachvolleyball ... Feels like the DNA of Santa Cruz",Valid,"The review describes a genuine experience at the Santa Cruz Beach Boardwalk, mentioning the landscape, views, and various activities like jogging, walking, surfing, and beach volleyball. The content is relevant to the beachfront amusement park location and the 4-star rating aligns with the positive descriptive tone.",Santa Cruz Beach Boardwalk,Amusement park offers a variety of games & rides right on a mile-long stretch of sandy beach.,"['Amusement park', 'Bowling alley', 'Clothing store', 'Fast food restaurant', 'Hamburger restaurant', 'Snack bar']"
Rancho Capistrano Winery,Great staff and food,Valid,"The review provides a genuine positive assessment of the winery's staff and food, which directly relates to the business as an American/Californian restaurant and winery. The 5-star rating is consistent with the positive feedback.",Rancho Capistrano Winery,"Casual restaurant with a sprawling patio & fireplace offering eclectic comfort eats, beer & wine.","['Winery', 'American restaurant', 'Californian restaurant', 'Event venue', 'Wine bar']"
Holy Paleta,Really good 😋,Valid,"The review expresses genuine positive sentiment about the frozen dessert/ice cream shop with a 5-star rating and enthusiastic emoji, which is relevant to the business category.",Holy Paleta,,['Ice cream shop']
Tacos Gavilan,"(Translated by Google) Very good

(Original)
Muy buenos",Valid,The review provides a genuine positive assessment ('Very good'/'Muy buenos') of the restaurant with a 4-star rating that matches the positive sentiment. The content is directly relevant to the Mexican restaurant business.,Tacos Gavilan,"Busy local chain eatery for quick-serve Mexican cooking, from tacos to mulitas, plus a salsa bar.","['Restaurant', 'Latin American restaurant', 'Mexican restaurant', 'Taco restaurant']"
Marchant Park,"New playground, always clean and kept up. Good job by the city of San Dimas",Valid,"The review describes a genuine experience at the park, praising the new playground, cleanliness, and maintenance. The content is directly relevant to the park location and the 5-star rating is consistent with the positive feedback about the facilities and upkeep.",Marchant Park,,"['Park', 'Tourist attraction']"
PokiCraze,Good poki. The line goes fast too.,Valid,"The review describes a genuine dining experience at the poke restaurant, mentioning the food quality ('Good poki') and service efficiency ('The line goes fast too'), which are relevant to the business despite the brief nature of the comment.",PokiCraze,"Unassuming mainstay for plentiful portions of poke, light fare & beer in modest surroundings.",['Beer hall']
Fantastic Sams Cut & Color,"(Translated by Google) Well

(Original)
Bien",Valid,"The review provides a positive assessment ('Well'/'Bien') of a hair salon experience with a 5-star rating that is consistent with the positive sentiment, indicating a genuine visit to the location.",Fantastic Sams Cut & Color,,"['Hair salon', 'Beauty supply store', 'Hairdresser', 'Waxing hair removal service']"
RC Dental Group,"The dentist, hygienist, and staff were all very kind, genuine, and professional.",Valid,"The review describes a genuine experience at the dental clinic, mentioning specific staff roles (dentist, hygienist, staff) and their professional qualities. The 5-star rating is consistent with the positive feedback about the service.",RC Dental Group,,"['Dental clinic', 'Cosmetic dentist', 'Dental', 'Dentist', 'Endodontist', 'Oral surgeon', 'Orthodontist', 'Pediatric dentist', 'Teeth whitening service']"
Our Lady of the Valley Catholic Church,People sometimes illegally park in some places making it hard to drive in parking lot,Valid,"The review describes a genuine experience related to the church's parking lot, which is directly relevant to visiting the location. The 3-star rating and specific complaint about illegal parking are consistent with a real visitor's observation.",Our Lady of the Valley Catholic Church,,"['Catholic church', 'Church']"
Dollar Tree,Good store ...I fund everything for craft,Valid,"The review describes a genuine shopping experience at Dollar Tree, mentioning finding craft supplies which aligns with the store's category as a 'Craft store' and its description of offering household items at discount prices. The 4-star rating is consistent with the positive sentiment.",Dollar Tree,"Chain offering an eclectic mix of household items, beauty products, food & more at discount prices.","['Dollar store', 'Discount store', 'General store', 'Home goods store', 'Office supply store', 'Party store', 'Restaurant supply store', 'School supply store', 'Variety store']"
405 Hu Tieu Restaurant,"(Translated by Google) Hu tieu here compared delicious

(Original)
Hu tieu here so delicious",Valid,"The review describes a genuine dining experience at a Vietnamese restaurant, commenting on the taste of 'hu tieu' (a Vietnamese noodle soup dish), which is directly relevant to the business category and name. The 5-star rating is consistent with the positive feedback about the food being delicious.",405 Hu Tieu Restaurant,,['Vietnamese restaurant']
Chick-fil-A,"My 1st visit was several months ago, which I really don't remember that much about it. 2nd visit was yesterday, I didn't know what I wanted, only being the 2nd time there. So the really nice young lady at the counter helped me figure it out, she made suggestions, she was extremely helpful and polite and patient. My wife got one of their salads, and young lady helped her with dressing options. Every employee is kind and respectful, it was a very nice experience. We plan on making it a regular stop.",Valid,"The review describes genuine dining experiences at Chick-fil-A, mentioning specific details about staff interactions, food items (salads, dressing options), and multiple visits. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the fast-food restaurant.",Chick-fil-A,"Fast-food chain serving chicken sandwiches, strips & nuggets along with salads & sides.","['Fast food restaurant', 'Breakfast restaurant', 'Caterer', 'Chicken restaurant', 'Delivery service', 'Family restaurant']"
Fresco Community Market,No sales tax!,Valid,The review mentions 'No sales tax!' which is directly relevant to the shopping experience at this gourmet grocery store/supermarket. The 5-star rating indicates satisfaction with this aspect of the business.,Fresco Community Market,"Independent gourmet grocer with a deli, bakery, butcher counter & coffee bar, plus free Wi-Fi.","['Gourmet grocery store', 'Supermarket']"
Bluff Creek Dog Park,Fabulous dog park - for large and small dogs.,Valid,"The review provides a genuine assessment of the dog park, mentioning both large and small dog areas which aligns with the business description and category. The 5-star rating is consistent with the positive 'Fabulous' comment.",Bluff Creek Dog Park,"Dog park with areas for big & small hounds, grassy hills, a drinking water stream & shaded seating.",['Dog park']
Pulgas Ridge Preserve,Great off leash dog area!,Valid,"The review describes a genuine experience at the nature preserve, specifically mentioning the off-leash dog area which is relevant to a dog-friendly preserve. The 5-star rating is consistent with the positive comment.",Pulgas Ridge Preserve,"Dog-friendly preserve offering 366 acres of open space, with hiking trails through canyons & ridges.","['Nature preserve', 'Tourist attraction']"
In-N-Out Burger,"A very nice establishment, be prepared to wait in the line",Valid,"The review describes a genuine experience at the burger restaurant, mentioning the establishment's quality and the wait time, which is relevant to the dining experience. The 4-star rating is consistent with the positive but realistic assessment.",In-N-Out Burger,"Classic California-based burger chain serving customizable patties, hand-cut fries & thick shakes.","['Hamburger restaurant', 'American restaurant', 'Diner', 'Fast food restaurant', 'Lunch restaurant', 'Restaurant']"
Taqueria Los Altos,Best place in town. Shrimp cocktail can cool you down on hot day.,Valid,"The review describes a genuine dining experience at the Mexican/Latin American restaurant, mentioning a specific menu item (shrimp cocktail) and its benefits, with a 5-star rating that matches the positive sentiment.",Taqueria Los Altos,,['Mexican restaurant']
Sombrero Mexican Food,My seafood burrito was excellent!,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning a specific menu item (seafood burrito) that aligns with the business category and description. The 4-star rating is consistent with the positive feedback.",Sombrero Mexican Food,Counter-service chain offering a big menu of San Diego-style Mexican eats including breakfast.,"['Mexican restaurant', 'Latin American restaurant']"
In-N-Out Burger,They have the best cheeseburgers,Valid,"The review describes a genuine experience with the food at In-N-Out Burger. The 5-star rating is consistent with the positive comment about their cheeseburgers, which directly relates to the business as a hamburger restaurant.",In-N-Out Burger,"Classic California-based burger chain serving customizable patties, hand-cut fries & thick shakes.","['Hamburger restaurant', 'American restaurant', 'Diner', 'Fast food restaurant', 'Lunch restaurant', 'Restaurant']"
Nike Clearance Store,Nice store,Valid,"The review provides a genuine, brief positive assessment of the Nike Clearance Store with a 4-star rating that matches the positive sentiment. While short, the text 'Nice store' is directly relevant to the business as it evaluates the store itself, which aligns with the sportswear/clothing store categories.",Nike Clearance Store,,"['Sportswear store', ""Children's clothing store"", 'Clothing store', ""Men's clothing store"", 'Shoe store', ""Women's clothing store""]"
Sunset Pet & Supplies,"Nice little fish store with healthy looking fish. Very awesome coloration on their scarlet Badis. However, there was a strong ammonia smell in the store.",Valid,"The review provides a genuine experience about visiting a tropical fish store, describing specific details like healthy fish, scarlet Badis coloration, and store conditions (ammonia smell). The 4-star rating is consistent with the mixed positive/negative feedback about the store.",Sunset Pet & Supplies,,['Tropical fish store']
Willow Ranch,Good food,Valid,"The review expresses a positive opinion about the food quality at a BBQ restaurant, which is directly relevant to the business. The 5-star rating is consistent with the positive comment 'Good food'.",Willow Ranch,,"['Mobile home park', 'Gated community']"
La Michoacana Ice Cream,Nice!,Valid,"The review expresses a positive sentiment ('Nice!') with a 5-star rating for an ice cream shop. While brief, the positive comment is relevant to the business and represents a genuine experience.",La Michoacana Ice Cream,,['Dessert shop']
Subway,Slow service been waiting at least 15mins to take order still waiting!😠,Valid,"The review describes a genuine experience at Subway regarding slow service and waiting time to place an order. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the restaurant service.",Subway,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","['Sandwich shop', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
IPIC Theaters,I like this place now,Valid,"The review expresses a genuine opinion about the movie theater with 'I like this place now', indicating a personal experience and sentiment that is relevant to the business.",IPIC Theaters,"Upscale cinema chain with plush seating, gourmet light bites & cocktails, plus in-theater service.",['Movie theater']
Pfeiffer Big Sur State Park,Tranquility at its best,Valid,"The review provides a genuine assessment of the state park experience. The phrase 'Tranquility at its best' is directly relevant to a state park that offers hiking trails and natural experiences, and the 5-star rating is consistent with the positive sentiment expressed.",Pfeiffer Big Sur State Park,"1,000-acre state park offers a wide variety of hiking trails, wildlife, campgrounds & a guest lodge.","['State park', 'Tourist attraction']"
Happy Wok,The place serves big portions and for affordable pricing. friendly staff. Keep it up.,Valid,"The review provides a genuine dining experience at Happy Wok, mentioning specific aspects like portion sizes, pricing, and staff friendliness that are relevant to a Chinese/fast food restaurant. The 5-star rating is consistent with the positive feedback.",Happy Wok,,['Chinese restaurant']
Stater Bros. Markets,Best employees in town,Valid,"The review provides a positive assessment of the employees at a grocery store, which is directly relevant to the business experience. The 5-star rating is consistent with the positive comment about staff quality.",Stater Bros. Markets,,"['Grocery store', 'Butcher shop', 'Meat products', 'Supermarket']"
Kru Contemporary Japanese Cuisine,Wonderful traditional and modern Japanese cuisine. Great ambiance. Super good cocktails. Good spot for fancy or special occasion dinners.,Valid,"The review provides a genuine assessment of the Japanese restaurant, mentioning specific aspects like cuisine quality, ambiance, cocktails, and occasion suitability. The 5-star rating aligns with the positive content, and all mentioned elements (Japanese cuisine, dining experience) are directly relevant to the business category and description.",Kru Contemporary Japanese Cuisine,Enduring Japanese eatery & sushi bar infusing classic dishes with international flavors.,"['Japanese restaurant', 'Sushi restaurant']"
Rivermaid Trading Co,Good customer service.,Valid,"The review provides a genuine assessment of the customer service experience at the fruit wholesaler, and the 4-star rating is consistent with the positive feedback about service quality.",Rivermaid Trading Co,,['Fruit wholesaler']
Michaels,Nice place to find crafts and school supplies,Valid,"The review describes a genuine experience at Michaels, mentioning crafts and school supplies which directly relates to the business category as a craft store and art supply store. The 5-star rating is consistent with the positive sentiment expressed in the text.",Michaels,Chain retailer carrying art & hobby supplies plus home decor (most offer classes & custom framing).,"['Craft store', 'Art supply store', 'Picture frame shop', 'Yarn store']"
Original Tommy's World Famous Hamburgers,Tommys is always delicious.,Valid,"The review expresses a positive opinion about the food quality at Tommy's, which is directly relevant to this hamburger restaurant. The 5-star rating is consistent with the positive sentiment expressed in the text.",Original Tommy's World Famous Hamburgers,,"['Hamburger restaurant', 'American restaurant']"
Red Hawk Casino,Hit and miss. Most times hit,Valid,"The review describes a genuine gambling experience at the casino, with 'hit and miss' referring to winning and losing outcomes which is directly relevant to casino gaming. The 4-star rating is consistent with the mixed but generally positive experience described.",Red Hawk Casino,,['Bus stop']
Ross Dress for Less,My favorite spot,Valid,"The review expresses a positive sentiment about the clothing store with a 4-star rating. While brief, the phrase 'My favorite spot' is relevant to the retail location and indicates a genuine shopping experience at Ross Dress for Less.",Ross Dress for Less,"Retail chain selling brand-name clothing, shoes, accessories & housewares at discount prices.","['Clothing store', 'Department store', ""Men's clothing store"", 'Shoe store', ""Women's clothing store""]"
Mariscos Playa Azul,"(Translated by Google) Recommended very good food

(Original)
Recomdable muy buena comida",Valid,"The review provides a genuine positive experience about the food quality at this seafood/Latin American restaurant. The 5-star rating is consistent with the positive comment 'very good food' and 'recommended', indicating an actual visit and dining experience.",Mariscos Playa Azul,,['Seafood restaurant']
Pottery Barn,Vrey nice and clean place,Valid,"The review describes a genuine experience at the furniture store, commenting on the cleanliness and quality of the place, which is relevant to evaluating a retail location. The 5-star rating is consistent with the positive assessment.",Pottery Barn,"This upscale furniture chain also sells bed & bath items, tableware, lighting & other home goods.","['Furniture store', 'Bedroom furniture store', 'Lighting store', 'Outdoor furniture store', 'Window treatment store']"
Tocaya Organica,"Great food, but every time they get my order wrong",Valid,"The review describes a genuine dining experience at the Mexican/vegan restaurant, mentioning both positive aspects (great food) and a specific issue (order accuracy). The 4-star rating is consistent with mixed feedback, and the content is directly relevant to the restaurant's service.",Tocaya Organica,,"['Mexican restaurant', 'Caterer', 'Health food restaurant', 'Restaurant', 'Vegan restaurant']"
Safeway,"Safeway is okay for $5 Friday, the manager meat specials are best in the morning.",Valid,"The review provides a genuine experience about shopping at Safeway, mentioning specific details like '$5 Friday' promotions and meat specials timing. The content is directly relevant to the grocery store business and the 4-star rating aligns with the positive but measured tone of the review.",Safeway,,['Liquor store']
Lunardi's Markets,Great items and wonderful customer service!!!!,Valid,"The review describes a genuine shopping experience at the grocery store, praising both the products ('Great items') and service quality ('wonderful customer service'), which is directly relevant to a grocery/supermarket business. The 5-star rating is consistent with the positive feedback.",Lunardi's Markets,,"['Grocery store', 'Gourmet grocery store', 'Produce market', 'Supermarket']"
Ross Dress for Less,"Great clothing, furniture, and home stuff. Some thing are cheaply made.",Valid,"The review describes a genuine shopping experience at Ross Dress for Less, mentioning clothing, furniture, and home items which aligns with the store's description as a retail chain selling clothing, accessories, and housewares. The 4-star rating is consistent with the mixed but generally positive feedback about product quality.",Ross Dress for Less,"Retail chain selling brand-name clothing, shoes, accessories & housewares at discount prices.","['Clothing store', 'Department store', ""Men's clothing store"", 'Shoe store', ""Women's clothing store""]"
Super Star Car Wash Express,"Great car wash, pretty steep though.",Valid,"The review describes a genuine experience at the car wash, mentioning both positive aspects ('Great car wash') and a concern about pricing ('pretty steep though'). The content is directly relevant to the business category and the 5-star rating is consistent with the overall positive sentiment despite the pricing comment.",Super Star Car Wash Express,,['Car wash']
Public Storage,Teresa you are a great lady and manager. Thanks for always helping me out. Highly recommended,Valid,"The review describes a genuine experience with a specific staff member (Teresa) at the storage facility, praising her service and recommending the business. The 5-star rating is consistent with the positive feedback about customer service.",Public Storage,,"['Self-storage facility', 'Automobile storage facility', 'Boat storage facility', 'Moving supply store', 'RV storage facility', 'Storage facility']"
Hampton Inn San Diego/Del Mar,Would come back again.,Valid,"The review expresses a positive experience with the intent to return, which is relevant to the hotel service. The 4-star rating aligns with the positive sentiment, indicating a genuine guest experience.",Hampton Inn San Diego/Del Mar,"Laid-back hotel with free breakfast, Wi-Fi & parking, plus an outdoor pool & a fitness center.",['Hotel']
Ross Dress for Less,I felt like i was a criminal loss prevention was following me around the whole store like I was stealing something I never touched one thing,Valid,"The review describes a genuine shopping experience at Ross Dress for Less, detailing the customer's interaction with loss prevention staff. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the retail store.",Ross Dress for Less,"Retail chain selling brand-name clothing, shoes, accessories & housewares at discount prices.","['Clothing store', 'Department store', ""Men's clothing store"", 'Shoe store', ""Women's clothing store""]"
Cesar Chavez Plaza,Great park n the event very clean n fair,Valid,"The review describes a genuine experience at the park, mentioning it's clean and commenting on an event, which aligns with the park's description of hosting seasonal events and concerts. The 3-star rating is consistent with the positive but brief feedback.",Cesar Chavez Plaza,"Landscaped urban escape with a fountain & cafe, plus a seasonal farmer's market & summer concerts.","['Park', 'Tourist attraction']"
