business_name,text,predicted_label,prediction_reason,name,description,category
IHOP,The best late night spot around,Valid,"The review describes a genuine experience at IHOP, praising it as a late night dining spot, which is relevant to the restaurant's diner fare and breakfast restaurant category. The 5-star rating is consistent with the positive text.",IHOP,Long-standing chain serving a wide variety of pancakes & other American breakfast & diner fare.,"['Restaurant', 'American restaurant', 'Breakfast restaurant', 'Family restaurant']"
Hyatt Centric French Quarter New Orleans,"The staff is super friendly and helpful. The hotel is top notch and super clean. There are 2 courtyards with one that has a pool. The rooms are big and the beds are comfy. From the hotel you have access to many great streets. And even though it's right in the French Quarter, it's super quiet! Slept like a baby. The only complaint was that every night we were missing something different from the bathroom. Either it was soap or shampoo, or towels. That's the only reason I took off a star. I was there for a summit that was set up by my employer. The hotel provided catering service which had amazing food. The rooms were big and clean and well prepared with lots of tables and chairs. I highly recommend this place for conventions.",Valid,"The review provides a detailed and genuine experience of staying at the hotel, covering multiple aspects like staff service, cleanliness, amenities (pool, courtyards), room quality, location benefits, and conference facilities. The 4-star rating aligns with the mostly positive feedback, with one legitimate complaint about missing bathroom amenities explaining the deducted star.",Hyatt Centric French Quarter New Orleans,"Contemporary lodging with an outdoor pool, a hip bar & regional dining, plus meeting space.",['Hotel']
Chick-fil-A,Awesome,Valid,"The review expresses a positive sentiment ('Awesome') with a 5-star rating that is consistent with the text. While brief, the comment is relevant to the fast-food restaurant experience and represents a genuine customer opinion.",Chick-fil-A,"Fast-food chain serving chicken sandwiches, strips & nuggets along with salads & sides.","['Fast food restaurant', 'Breakfast restaurant', 'Caterer', 'Chicken restaurant', 'Delivery service', 'Family restaurant']"
Chick-fil-A,I love this place because the employees  are very friendly and courteous.   The food is delicious.,Valid,"The review describes a genuine dining experience at Chick-fil-A, praising both the service quality (friendly employees) and food quality, which is directly relevant to this fast-food restaurant. The 5-star rating is consistent with the positive feedback.",Chick-fil-A,"Fast-food chain serving chicken sandwiches, strips & nuggets along with salads & sides.","['Fast food restaurant', 'Breakfast restaurant', 'Caterer', 'Chicken restaurant', 'Delivery service', 'Family restaurant']"
Young's Garden Chinese Restaurant,I love chinese food,Valid,"The review text 'I love chinese food' is too vague and generic, expressing only a general preference for Chinese cuisine rather than describing any actual experience at Young's Garden Chinese Restaurant specifically. Despite the 5-star rating, there is no mention of visiting the restaurant, the food quality, service, or any other aspect that would indicate a genuine experience at this particular location.",Young's Garden Chinese Restaurant,"Local place for large portions of fried rice, noodles & other Chinese classics in a sit-down space.",['Chinese restaurant']
"Batch 13 Biscuits, Bonuts & Bowls",Absolutely love this place. The food is good and the staff is awesome. So friendly!!,Valid,"The review describes a genuine dining experience at the restaurant, mentioning both the food quality and staff friendliness. The 5-star rating is consistent with the positive feedback about the establishment.","Batch 13 Biscuits, Bonuts & Bowls",,['Restaurant']
Bayou Fuel Stop LLC,One good cashier works there. Out. Of ten visits she was always very polite and helpful. A few other stops the guy was kind of rude.,Valid,"The review describes genuine experiences at the gas station over multiple visits, providing specific feedback about different cashiers' service quality. The 3-star rating is consistent with the mixed experience described (one good cashier, but other rude staff).",Bayou Fuel Stop LLC,,['Gas station']
W New Orleans - French Quarter,"This may be my favorite hotel in New Orleans for location.  It is inside the French Quarter yet outside the noise of Bourbon street.  This makes for the perfect location.  Hotel staff were nice and welcoming upon check-in and I was given a nice room (reflecting my Marriott status).

On the downside, the hotel feels like it could use an update or spruce up.  However, overall, I would return.",Valid,"The review provides a genuine and detailed experience of staying at the hotel, discussing specific aspects like location, staff service, room quality, and overall condition. The 4-star rating is consistent with the balanced feedback that includes both positive aspects (location, staff) and constructive criticism (needs updates).",W New Orleans - French Quarter,"Swanky hotel offering a courtyard with a pool, plus artsy, hip rooms, some with river views.","['Hotel', 'Meeting planning service', 'Wedding venue']"
Family Dollar,It's convenient,Valid,"The review describes a genuine experience at the location. The comment 'It's convenient' is relevant to a discount store/dollar store, and the 3-star rating is consistent with a neutral but positive assessment of the business's convenience factor.",Family Dollar,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.","['Dollar store', 'Clothing store', 'Discount store', 'Discount supermarket', 'School supply store', 'Tobacco shop', 'Toy store']"
"UAPI ""U-Pull-It"" Auto Parts",Friendly folks here,Valid,"The review provides a genuine assessment of the customer service experience at the auto parts store, with the 5-star rating consistent with the positive comment about friendly staff.","UAPI ""U-Pull-It"" Auto Parts",,"['Auto parts store', 'Used auto parts store']"
Granger's Gator Hog Saloon,Crawfish were good but they werent hot. Would have been a better rating if crawfish were hot,Valid,"The review describes a genuine dining experience at the bar/restaurant, mentioning specific food (crawfish) and providing constructive feedback about temperature. The 3-star rating is consistent with the mixed feedback (good taste but not hot enough).",Granger's Gator Hog Saloon,,['Bar']
Dollar General,Speechless,Irrelevant,"The review text 'Speechless' is extremely short and vague, providing no specific information about the store, products, service, or shopping experience. Despite the 5-star rating, the comment does not relate to any aspect of Dollar General's business as a retail store.",Dollar General,,['Grocery store']
Rodeway Inn & Suites,Just a room. No frills. Breakfast had hash browns the first day but no more hot food the rest of our stay. My daughter and I stayed there for five days the week of Christmas. Definitely wouldn't stay again,Valid,"The review describes a genuine 5-day stay experience at the hotel, mentioning specific details about the room, breakfast service, and overall satisfaction. The 2-star rating is consistent with the negative experience described.",Rodeway Inn & Suites,,"['Hotel', 'Motel']"
Lawson Bo Brandon Sports Complex,Great ball field,Valid,"The review describes a genuine experience at the sports complex, praising the ball field which is directly relevant to a park/sports facility. The 5-star rating is consistent with the positive feedback.",Lawson Bo Brandon Sports Complex,,['Park']
The Carousel Bar & Lounge,"We stopped in just so we could see what it was like. The bartender over charged me.. he doubled my bill, but did fix it when brought to his attention that I only had 1 drink and it was poorly made at that.",Valid,"The review describes a genuine visit to the bar with specific details about the experience, including interaction with the bartender, billing issues, and drink quality. The 2-star rating is consistent with the negative experience described.",The Carousel Bar & Lounge,This classic haunt at the Hotel Monteleone has a circular bar that revolves like a carousel.,['Bar']
Times Grill,The fried pork loin with tasso cream sauce was wonderful as were the garlic mashed potatoes. The onion Doodads were a hit with the entire table. Thanks for a great meal with enough for lunch tomorrow!,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific food items (fried pork loin with tasso cream sauce, garlic mashed potatoes, onion Doodads) and providing detailed feedback about the meal. The 4-star rating is consistent with the positive experience described.",Times Grill,,"['Family restaurant', 'American restaurant', 'Hamburger restaurant', 'Restaurant', 'Sports bar']"
Bodcau Wildlife Management Area,Very good place to go fishing,Valid,"The review describes a genuine experience at the wildlife management area, mentioning fishing which is a relevant outdoor activity consistent with the preserve's description and category as a wildlife refuge and tourist attraction. The 5-star rating aligns with the positive comment.",Bodcau Wildlife Management Area,,['Wildlife refuge']
Peto's I-10,Favorite place to go I wiii drive from Jennings to go there just because the staff is great n has everything I need. Well spent money to me!,Valid,"The review describes a genuine experience at the truck stop, mentioning the staff quality and willingness to drive from another location (Jennings) specifically for this business. The 5-star rating is consistent with the positive sentiment expressed.",Peto's I-10,,['Truck stop']
El Paso Mexican Grill,Great place great service especially during these times ... Waiters waitresses phenomenal job they do that,Valid,"The review describes a genuine dining experience at the Mexican restaurant, praising the service and staff. The 5-star rating is consistent with the positive feedback about the restaurant's service quality.",El Paso Mexican Grill,,['Mexican restaurant']
Party City,One stop shop,Valid,"The review 'One stop shop' is directly relevant to Party City's business model as a retail chain offering party supplies, costumes, and decorations. The phrase accurately describes the convenience of finding multiple party-related items in one location, and the 5-star rating is consistent with this positive assessment.",Party City,"Retail chain stocking a wide range of themed party supplies, plus costumes & holiday decorations.","['Party store', 'Banner store', 'Candy store', 'Costume store', 'Invitation printing service']"
McCoys Butcher Block,This place has really delicious burgers. Made with real meat. I loved it!,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific food items (burgers) and quality (real meat), with a 5-star rating that matches the positive sentiment expressed in the text.",McCoys Butcher Block,,['Restaurant']
Steamboat Bill's Seafood,Food was awesome,Valid,"The review describes a genuine dining experience at the seafood restaurant with positive feedback about the food, and the 5-star rating is consistent with the positive text.",Steamboat Bill's Seafood,"Bustling fish house providing fried platters & other Cajun seafood in bright, casual quarters.","['Seafood restaurant', 'Cajun restaurant', 'Crab house', 'Restaurant', 'Seafood market']"
Waffle House,Nice friendly good food,Valid,"The review provides a genuine assessment of the dining experience with positive comments about the staff ('friendly') and food quality ('good food'), which directly relates to Waffle House as a breakfast restaurant and diner. The 4-star rating is consistent with the positive text.",Waffle House,"Simple chain spot offering American diner fare & all-day breakfast, including signature waffles.","['Breakfast restaurant', 'American restaurant', 'Diner', 'Family restaurant', 'Takeout restaurant', 'Restaurant']"
AutoZone Auto Parts,Great people,Valid,"The review 'Great people' with a 5-star rating is relevant to AutoZone Auto Parts as it describes the staff/customer service experience at this auto parts store, which is a genuine aspect of visiting the business.",AutoZone Auto Parts,,"['Auto parts store', 'Car accessories store', 'Car battery store', 'Tool rental service']"
Central City BBQ,"Always delicious, great atmosphere!",Valid,"The review provides a genuine positive experience about the BBQ restaurant, mentioning both food quality ('Always delicious') and dining environment ('great atmosphere'), which aligns well with the business description and category. The 5-star rating is consistent with the positive sentiment.",Central City BBQ,"Traditional BBQ sandwiches, sides & plates served in a spacious dining room with cool, modern decor.","['Barbecue restaurant', 'Caterer', 'Event venue', 'Mobile caterer', 'Restaurant']"
Wingstop,The best wings in town,Valid,"The review describes a genuine positive experience about the wings at Wingstop, which directly relates to the business as a chicken wings restaurant. The 5-star rating is consistent with the positive comment.",Wingstop,Casual counter-serve chain serving a variety of chicken wings & sides.,['Chicken wings restaurant']
Huddle House,Mark the night manger was walking around touching everything scratching his butt. An shaking hands leaned on on stuff never wearing gloves grabbing fresh becan out the freezer it was so nasty i couldn't believe it,Valid,"The review describes a specific experience at the restaurant, mentioning the night manager's poor hygiene practices while handling food. Despite the negative 1-star rating, it provides concrete details about food safety concerns that are directly relevant to the restaurant's service and operations.",Huddle House,"Casual chain open 24/7 offering all-day breakfast, plus other hearty American eats.","['Diner', 'Breakfast restaurant', 'Brunch restaurant', 'Restaurant']"
Ultimate Nails and Spa Moss Bluffs,Had a bad experience with getting my eyebrows waxed,Valid,"The review describes a genuine service experience at a nail salon/spa. Eyebrow waxing is a common service offered at nail salons and spas, making it relevant to the business category. The 2-star rating is consistent with the reported bad experience.",Ultimate Nails and Spa Moss Bluffs,,['Nail salon']
Casa Olé,Grand . Almost free margaritas  only $2.00. Lol good food family environment.,Valid,"The review describes a genuine dining experience at the Tex-Mex restaurant, mentioning specific items (margaritas, food) and atmosphere (family environment) that are relevant to the business category and description. The 5-star rating is consistent with the positive sentiment expressed.",Casa Olé,"Informal Tex-Mex chain serving lunch specials, margaritas & kid-friendly meals amid colorful decor.","['Mexican restaurant', 'Tex-Mex restaurant']"
Voodoo Authentica Inc,Interesting store to visit in New Orleans.,Valid,"The review describes a genuine visit experience to the voodoo-themed store in New Orleans. The text 'Interesting store to visit' is directly relevant to the business category as a tourist attraction and cultural center, and the 4-star rating is consistent with the positive sentiment.",Voodoo Authentica Inc,"Snug shop featuring voodoo-related items such as dolls, potions & candles, plus psychic readings.","['Cultural center', 'Tourist attraction']"
Helping Hands Storefront Ministries,Helping Hands is a very great place to get clothing and school supplies and even food this is a great ministry,Valid,"The review describes a genuine experience with the social services organization, mentioning specific services they provide (clothing, school supplies, food) that align with the business category, and the 5-star rating is consistent with the positive feedback about the ministry.",Helping Hands Storefront Ministries,,['Social services organization']
Outback Steakhouse,Enjoyed my filet and lobster tail. Filet cooked perfect along with the lobster tail but the lobster tail was very small. Should or would have liked it to be twice as big. Instead of finger size.,Valid,"The review describes a genuine dining experience at Outback Steakhouse, mentioning specific menu items (filet and lobster tail) that align with the steakhouse category. The reviewer provides detailed feedback about food quality and portion size, which is relevant to the restaurant's seafood and steak offerings.",Outback Steakhouse,"Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.","['Steak house', 'American restaurant', 'Australian restaurant', 'Bar', 'Bar & grill', 'Gluten-free restaurant', 'Takeout Restaurant', 'Restaurant']"
Walmart Neighborhood Market,The entire staff at this store are friendly and helpful. I am treated as a valued customer.,Valid,"The review describes a genuine customer service experience at the supermarket, mentioning staff friendliness and being treated as a valued customer. The 5-star rating is consistent with the positive feedback about the store experience.",Walmart Neighborhood Market,,"['Supermarket', 'Grocery store']"
Chick-fil-A,Love the food,Valid,"The review expresses a positive opinion about the food at Chick-fil-A, which is directly relevant to this fast-food restaurant. The 5-star rating is consistent with the positive sentiment expressed in the text.",Chick-fil-A,"Fast-food chain serving chicken sandwiches, strips & nuggets along with salads & sides.","['Fast food restaurant', 'Breakfast restaurant', 'Caterer', 'Chicken restaurant', 'Delivery service', 'Family restaurant']"
Greater Baton Rouge Food Bank,Great employees and very helpful,Valid,"The review provides a genuine positive assessment of the food bank's employees and service quality, which is directly relevant to the business category and typical user experience at a charitable organization.",Greater Baton Rouge Food Bank,,"['Food bank', 'Charity', 'Non-profit organization']"
La Casa Del Sol - Houma,Hands down best Mexican cuisine in town,Valid,"The review provides a genuine positive assessment of the Mexican restaurant's cuisine quality, which directly relates to the business category and name. The 5-star rating is consistent with the highly positive text.",La Casa Del Sol - Houma,,['Mexican restaurant']
Citi Trends,Love their prices,Valid,"The review expresses appreciation for the store's pricing, which is directly relevant to Citi Trends as a discount retail chain. The positive sentiment aligns with the 5-star rating and relates to the business's core value proposition of offering brand-name items at discounted prices.",Citi Trends,"Retail chain selling brand-name streetwear at a discount, plus accessories, shoes & decor items.","['Clothing store', ""Children's clothing store"", 'Discount store', 'Fashion accessories store', ""Men's clothing store"", 'Plus size clothing store', 'Shoe store', ""Women's clothing store""]"
Cane Bayou Launch,Best place launch boat and crab fish new material used . structural good shape,Valid,"The review describes a genuine experience using the boat launch facility, mentioning launching boats and crab fishing, which directly relates to the boat ramp category. Despite the broken English, the content is clearly relevant to the location's purpose.",Cane Bayou Launch,,['Boat ramp']
Fontainebleau State Park,So many memories here camping! Nothing like laying on the beach at night looking up at the stars. Fantastic park/campground!,Valid,"The review describes a genuine camping experience at the state park, mentioning specific activities like camping, beach access, and stargazing that align perfectly with the park's description and category as a state park with campgrounds and beach access.",Fontainebleau State Park,"2,800-acre park on Lake Pontchartrain with a beach, nature trails, campgrounds & cabins.","['State park', 'Campground', 'Camping cabin', 'Fishing pier', 'Group accommodation', 'Hiking area', 'Lodge', 'Park', 'Playground', 'Tourist attraction']"
Fina Automotive Towing & Recovery,Of away from main highway. And high prices. But good work.,Valid,"The review provides a genuine assessment of the towing service, mentioning specific aspects like location (away from highway), pricing (high prices), and service quality (good work). The 3-star rating is consistent with the mixed feedback provided.",Fina Automotive Towing & Recovery,,"['Towing service', 'Auto body shop', 'Auto repair shop', 'Oil change service']"
Chabill's Tire & Auto Service,Fast and professional.,Valid,"The review describes a genuine experience at an auto service business, with 'Fast and professional' being relevant feedback that aligns with the auto repair/tire shop categories. The 5-star rating is consistent with the positive text.",Chabill's Tire & Auto Service,,"['Auto repair shop', 'Auto tune up service', 'Brake shop', 'Oil change service', 'Tire shop']"
Waddill Wildlife Refuge,Good ppl lace for the kids.,Valid,"The review expresses a positive experience about the wildlife refuge being good for kids, which is relevant to a family-friendly tourist attraction with outdoor activities like trails and ranges.",Waddill Wildlife Refuge,"Sprawling tree-filled area featuring trails, fishing ponds & ranges for archery & air rifles.","['Wildlife refuge', 'Tourist attraction']"
CM Farms LLC,My granddaughter field trip was to the farm. We had a wonderful time. Great place,Valid,"The review describes a genuine visit experience to the farm with a granddaughter's field trip, which is directly relevant to the farm business. The positive sentiment matches the 5-star rating.",CM Farms LLC,,['Farm']
Zoës Kitchen,Delicious! Steak and/or salmon kabobs are the way to go! The one nearer to us closed so my wife and I decided to go since we were across town. Will make the trip more often. Forgot how much we liked this place.,Valid,"The review describes a genuine dining experience at Zoës Kitchen, mentioning specific menu items (steak and salmon kabobs) that are relevant to a Mediterranean restaurant. The reviewer shares their personal experience about visiting the location and expresses intent to return, which is consistent with the 5-star rating.",Zoës Kitchen,,"['Mediterranean restaurant', 'Caterer', 'Restaurant']"
Perino's Boiling Pot,Always amazing food and service,Valid,"The review describes a genuine dining experience with positive feedback about food and service, which directly relates to the seafood restaurant. The 5-star rating is consistent with the positive text.",Perino's Boiling Pot,Seafood fried or boiled is the main event at this casual family-run restaurant alongside a highway.,"['Seafood restaurant', 'Restaurant']"
Chickie Wah Wah,"Kevin the bartender great. Music, excellent and interesting.",Valid,"The review describes a genuine experience at the venue, mentioning the bartender by name and commenting on the music quality, which aligns with the business being a bar and live music venue.",Chickie Wah Wah,"Small club & revered local place for live jazz, roots & funk music, plus creative sandwiches.","['Bar', 'Live music venue']"
Club Wyndham La Belle Maison,Awesome place,Valid,"The review expresses a positive opinion about the resort hotel with a 5-star rating that matches the positive sentiment. While brief, 'Awesome place' is directly relevant to evaluating the location experience.",Club Wyndham La Belle Maison,,"['Resort hotel', 'Hotel', 'Vacation home rental agency']"
Mid City Yacht Club,Awesome bartenders and owners. Best patio in Mid City. Food is really good and a step beyond basic pub grub.,Valid,"The review describes a genuine experience at the yacht club, mentioning specific aspects like bartenders, owners, patio, and food quality. The content is highly relevant to the business (sports bar/gastropub) and the 5-star rating aligns with the positive feedback about staff, atmosphere, and food.",Mid City Yacht Club,"Lively local hangout with an outdoor patio & sports on TVs, offering crawfish boils, burgers & beer.","['Sports bar', 'Bar & grill', 'Gastropub']"
Winn-Dixie,Quick and easy,Valid,"The review 'Quick and easy' with a 5-star rating is relevant to a grocery store/supermarket experience, describing the shopping experience positively. Though brief, it relates appropriately to the business category.",Winn-Dixie,,"['Supermarket', 'Bakery', 'Deli', 'Florist']"
Ray Brandt Toyota,I liked how the waiting area had refreshments.  I went here to get a key fob made for my car.  I waited from 2 pm until 7:30 pm.  They estimated it would take 2 hours to complete.  I called 3 times to check on the status of my vehicle .  When they finally called me back the guy on the phone told me that they succesfully programmed my key fob clicker.  He also said that the actuator on the driver side back door did not work.  But I asked if they were able to complete the programming and he assured me it was a yes.  I went to the dealership and I paid.  When I walked up to my car I tested it and it did not work.  So I went into the office at 7:45 as the staff was all leaving and told them it did not work.  Good thing I tested it before I left because I would have never known until I got home.  The service dept employee  told me that he would fix it in 4 days because I told him I would order the actuator for 25$ online and fix it somewhere else instead of buying it from them for 300$.  So basically I waited all day long for them to just sell me a key fob that didnt work.  I think the communication here is poor because they have so many employees there.  Hopefully on Tuesday we can get this all situated.,Valid,"The review describes a detailed personal experience at the Toyota dealership, including specific services (key fob programming), wait times, communication issues, and problems encountered. The content is directly relevant to the business category as a car dealer/repair shop, and the 4-star rating reflects a mixed experience with both positive aspects (refreshments in waiting area) and negative issues (poor communication, malfunctioning key fob).",Ray Brandt Toyota,,"['Toyota dealer', 'Auto body shop', 'Auto repair shop', 'Car dealer', 'Car finance and loan company', 'Car repair and maintenance', 'Tire shop', 'Truck dealer', 'Used car dealer', 'Used truck dealer']"
Piccadilly Cafeteria,Yummy home cooking. Friendly staff!,Valid,"The review describes a genuine dining experience at the cafeteria, mentioning both the food quality ('Yummy home cooking') and service ('Friendly staff'). The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the American restaurant's offerings.",Piccadilly Cafeteria,"Southern cafeteria chain dishing up American comfort classics in a simple, family-friendly setting.","['Cafeteria', 'American restaurant', 'Restaurant']"
Anthony's Feed & Farm Supply,Bought and poison nice people,Irrelevant,The review text 'Bought and poison nice people' is incoherent and does not relate to the animal feed store business. The fragmented text appears to contain concerning language ('poison') that is unrelated to purchasing animal feed or farm supplies.,Anthony's Feed & Farm Supply,,['Animal feed store']
The Home Depot,They had my online order just fine,Valid,"The review describes a genuine experience with an online order pickup at The Home Depot, which is directly relevant to the business as a home improvement retailer. The 3-star rating and brief but specific comment about order fulfillment indicate a legitimate customer experience.",The Home Depot,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).","['Home improvement store', 'Appliance store', 'Bathroom supply store', 'Cabinet store', 'Hardware store', 'Lighting store', 'Paint store', 'Rug store', 'Tool store', 'Window treatment store']"
Walmart Supercenter,Shelves alwas empty.  They need help stocking !!!,Valid,"The review provides a genuine complaint about the store's stocking issues, which is directly relevant to the shopping experience at Walmart Supercenter. The 1-star rating is consistent with the negative feedback about empty shelves.",Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
PJ's Coffee,Codys the man!,Valid,"The review expresses positive sentiment about a staff member named Cody at the coffee shop, which is relevant to the customer service experience at this location. The 5-star rating is consistent with the positive comment.",PJ's Coffee,"New Orleans-born chain for house-roasted coffee, organic teas, blended drinks & pastries.",['Coffee shop']
McDonald's,Drive thru is very slow.,Valid,"The review describes a genuine experience with the drive-thru service at McDonald's, which is directly relevant to the fast-food restaurant. The 3-star rating is consistent with the mild complaint about slow service.",McDonald's,"Classic, long-running fast-food chain known for its burgers, fries & shakes.","['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']"
Popeyes Louisiana Kitchen,Their credit card machine has not been working for a couple of weeks now so I get there is 7.31 cents Just so happened to have that amount but I had a $2 bill US currency they will not except a $2 bill so I asked to speak to the manager and she's no better it's said and today's world people can't think,Valid,"The review describes a genuine experience at Popeyes regarding payment issues with their credit card machine and staff's refusal to accept a $2 bill. Despite the poor grammar and 1-star rating, the content is directly relevant to the restaurant experience and service quality.",Popeyes Louisiana Kitchen,"Louisiana-accented fast-food chain known for its spicy fried chicken, biscuits & sides.","['Chicken restaurant', 'Cajun restaurant', 'Fast food restaurant', 'Restaurant', 'Seafood restaurant']"
Lake D'Arbonne,"Beautiful, affordable. Am going back",Valid,"The review describes a genuine experience at Lake D'Arbonne with positive feedback ('Beautiful, affordable') and intention to return, which is relevant to visiting a lake location. The 5-star rating is consistent with the positive text.",Lake D'Arbonne,,['Lake']
Southern Classic Chicken,Their chicken is to die for,Valid,"The review describes a genuine experience with the chicken at Southern Classic Chicken, which directly relates to the business name and category (Fast food restaurant/Restaurant). The 5-star rating is consistent with the positive comment about the food quality.",Southern Classic Chicken,,['Chicken restaurant']
Walmart Supercenter,"Still waiting for my check to come in.
For my time and work completed after I waited 30 minutes to have to check my self out.
Next time I'm only paying for half of my purchase so I can make sure I'm compensated correctly",Valid,"The review describes a genuine experience at Walmart regarding self-checkout wait times and expresses frustration about not being compensated for the time spent. Despite the negative sentiment and 1-star rating, this relates directly to the store's service experience and checkout process, making it a valid review of the location.",Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Taco Bell,I love toco bell!!!!!,Valid,"The review expresses genuine enthusiasm for Taco Bell with a 5-star rating. Despite the misspelling ('toco' instead of 'taco'), the content clearly relates to the business and reflects a positive dining experience at this fast-food restaurant.",Taco Bell,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']"
Golden Corral Buffet & Grill,One of the cleanest and freshest food Golden Corral's I've ever seen! Food fully fresh & stocked. All tables & seating areas very clean! I'll definitely go back to this location again!,Valid,"The review provides a genuine dining experience at Golden Corral, describing specific aspects like food freshness, cleanliness, and the reviewer's intention to return. The 5-star rating is consistent with the positive feedback about the buffet restaurant.",Golden Corral Buffet & Grill,"Family-friendly buffet chain featuring all-you-can-eat American fare, plus salad & dessert bars.","['Takeout restaurant', 'American restaurant', 'Banquet hall', 'Breakfast restaurant', 'Buffet restaurant', 'Down home cooking restaurant', 'Family restaurant', 'Steak house']"
