business_name,text,predicted_label,prediction_reason,description,category
Lucky Buffet Chinese Restaurant/Delivery,Cleaner than before and the waiter was always right there to pick up the plates once we were done but could have had more on the buffet though this was our first time back since under new management from last year,Valid,"The review describes a genuine dining experience at the Chinese restaurant, mentioning specific details about cleanliness, service quality, buffet selection, and changes under new management. The content is directly relevant to the restaurant and provides useful feedback for other customers.",,['Chinese restaurant']
Hollywood Nails & Spa,My nails are really messed up and one day later the paint is peeling off my thumb.,Valid,"The review describes a genuine negative experience at the nail salon, with specific details about nail service quality and paint peeling. The 1-star rating is consistent with the poor service described.",,['Nail salon']
Main Street Diner,"Great place for some delicious home cooked food. Breakfast, lunch or dinner here never disappoints. Friendly service, great prices. Must try a pie!",Valid,"The review describes a genuine dining experience at the diner, mentioning specific aspects like home-cooked food, meal times (breakfast, lunch, dinner), service quality, pricing, and a specific recommendation (pie). The 5-star rating is consistent with the positive feedback about the restaurant experience.",,['Diner']
T-Mobile,"Use to be the Sprint store. Now since T-Mobile took over,.. so far better coverage & services.",Valid,"The review describes a genuine experience with the business transition from Sprint to T-Mobile, commenting on coverage and services which are directly relevant to a wireless provider/cell phone store. The 4-star rating aligns with the positive assessment of improved services.","Wireless provider offering cell phones, data plans, Internet devices & accessories.","['Cell phone store', 'Electronic parts supplier', 'Electronics store', 'Telephone company']"
Closed Location - Appliance Parts,"Bought oven igniter in 2010 about $77, with lifetime extended warranty about $7.50, at 11th and peoria location.  Employee got me the right part and advised that the part will probably go bad again if i keep the stove long enough (igniters go bad a LOT).  He said keep the reciept and bring back the bad part and original reciept and i get a new one no charge.  I went back in 2017 and got a new one, no charge.  New one did require another warranty - about $8.00.  I have no complaints - Greer did exactly what they promised.  Excellent customer service, great parts - all locally owned operated.",Valid,"The review describes a genuine customer experience with purchasing appliance parts, includes specific details about transactions in 2010 and 2017, and evaluates the business's customer service and warranty policy. Despite being about a closed location, it reflects an actual experience with the business.",,['Store']
Goodcents Deli Fresh Subs,Great sandwich and nice clean shoppe,Valid,"The review describes a genuine dining experience at the sandwich shop, praising both the food quality ('Great sandwich') and the cleanliness of the establishment. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the business type (sandwich shop/deli).","Cold & hot subs, pastas & salads fill out the menu at this simple, counter-serve chain.","['Sandwich shop', 'Caterer', 'Deli', 'Delivery Restaurant']"
Mazzio's Italian Eatery,Lunch buffet is lacking in quantity,Valid,"The review provides a genuine critique of the lunch buffet's quantity, which is directly relevant to the restaurant's weekday lunch buffet mentioned in the description. The 2-star rating is consistent with the negative feedback about the buffet.","Basic, kid-friendly chain featuring pizzas, pastas, salads & subs, with a weekday lunch buffet.","['Italian restaurant', 'Pizza delivery', 'Pizza restaurant', 'Restaurant']"
Taziki's Mediterranean Cafe - Edmond,"The food was wonderful and the service was awesome,the price was a little high, I had a salad, a drink and a piece of baklava and it came to about 25.00 dollars with gratuity! But when I got home all of a sudden without warning I had to rush to the bathroom and sit there for a while! Now this could be a result of the weather which is 108 degrees outside! I guess I will try them again when the weathers better. Update been sick every since and it's not the weather, I don't think I will be going back!",Valid,"The review describes a genuine dining experience at the Mediterranean restaurant, including specific details about food ordered (salad, drink, baklava), service quality, pricing ($25 with gratuity), and health issues experienced afterward. Despite the negative outcome, this is a legitimate review sharing the customer's actual experience at the location.",Comfy chain eatery providing made-to-order gyros & other Mediterranean dishes plus beer & wine.,"['Mediterranean restaurant', 'Caterer', 'Family restaurant', 'Greek restaurant', 'Gyro restaurant', 'Delivery Restaurant']"
Happy Hollow Gun Range,Awesome range to sling some lead.,Valid,"The review describes a genuine experience at the gun range using appropriate terminology ('sling some lead' is common slang for shooting), and the 5-star rating is consistent with the positive assessment. The content is directly relevant to the shooting range category.",,"['Shooting range', 'Gun club', 'Skeet shooting range']"
Mr. Sushi,"Place looked unsanitary to me. The kitchen looked like how it does on a big holiday would look. Just junk everywhere and far from an appealing view to eat in front of. I wouldn’t even bring people into my home if it looked like that.

The menu was also dirty and sticky and the little dish thing for soy sauce was dirty when we got there.

Waitress and every other employee except for one, literally didn’t give two craps about there job enough to even try to pretend they wanted one.

I would never go back.",Valid,"This is a genuine review describing a specific dining experience at Mr. Sushi. The reviewer provides detailed observations about cleanliness, kitchen conditions, menu quality, service staff, and overall experience, which are all relevant to evaluating a sushi/Japanese restaurant. The 2-star rating is consistent with the negative but constructive feedback provided.",,"['Sushi restaurant', 'Japanese restaurant', 'Ramen restaurant']"
West Yukon Animal Hospital,Neutered my cat. Did a great job. He didn't have much pain and healed very fast.,Valid,"The review describes a genuine veterinary experience at the animal hospital - neutering a cat with positive outcomes regarding pain management and healing. The 5-star rating is consistent with the satisfied customer experience, and the content directly relates to the veterinary services offered by the business.",,"['Veterinarian', 'Animal hospital', 'Kennel', 'Veterinary care']"
Tate Boys,They are always so helpful! Great customer service! And they are always very fast getting the job done!,Valid,"The review describes a genuine customer service experience that is relevant to an auto service business. The positive comments about helpfulness, customer service, and speed are appropriate for a tire shop/auto repair business, and the 5-star rating is consistent with the positive feedback.",,"['Tire shop', 'Auto parts store', 'Auto repair shop', 'Brake shop', 'Oil change service', 'Wheel alignment service', 'Wheel store']"
Braum's Ice Cream & Burger Restaurant,Knows how to make a malt!!!!!,Valid,"The review describes a positive experience with a malt, which is directly relevant to an ice cream shop and restaurant. The 5-star rating is consistent with the enthusiastic positive comment about the product quality.","Longtime Oklahoma-based chain offering fast-food burgers, ice cream & a full range of groceries.","['Ice cream shop', 'Fast food restaurant', 'Grocery store', 'Hamburger restaurant']"
Folger's Drive-In,I grew up eating Folger burgers and they're just as good now as they were then. That was in the 70's,Valid,"The review describes a genuine personal experience with the restaurant's burgers, referencing a long history with the establishment dating back to the 1970s. The content is directly relevant to the hamburger restaurant, and the 5-star rating is consistent with the positive sentiment expressed.",,"['Hamburger restaurant', 'Fast food restaurant']"
Osage Casino,Not a very good casino,Valid,The review provides a genuine negative opinion about the casino experience with a 1-star rating that matches the critical text content. The comment directly relates to the casino's quality and services.,Straightforward outpost of a local casino chain offering electronic gambling games & card tables.,['Casino']
Bryant Liquor,Large selection and we found exactly what we were wanting to pick up. Prices were very reasonable and many items were priced better than other shops.,Valid,"The review describes a genuine shopping experience at the liquor store, mentioning specific aspects like selection, pricing, and comparison to other shops. The 5-star rating is consistent with the positive feedback about the business.",,"['Liquor store', 'Beer store', 'Magic store', 'Wine store']"
Wingstop,Not that much sauce on the buffalo wings kinda dried. Other than that a nice little place for some wings,Valid,"The review describes a genuine dining experience at Wingstop, specifically commenting on the buffalo wings' sauce and dryness, which is directly relevant to a chicken wings restaurant. The 2-star rating is consistent with the mixed feedback (negative about sauce/dryness, positive about the place overall).",Casual counter-serve chain serving a variety of chicken wings & sides.,['Chicken wings restaurant']
Off the Hook Seafood and More,I loved it awesome food and service thanks Mr Terry now I want to apply,Valid,"The review describes a genuine dining experience at the seafood restaurant, praising both food and service quality. The mention of 'Mr Terry' appears to reference staff, and while the applicant comment is unusual, the core review content is relevant to the restaurant experience and matches the 5-star rating.","Humble, compact spot with counter service featuring an array of Southern-style seafood & sides.","['Seafood restaurant', 'Restaurant']"
Feria Latina Supermarket,Everything is here,Valid,"The review provides a brief but relevant comment about a supermarket having 'everything', which is appropriate feedback for a grocery store/supermarket business, and the 4-star rating is consistent with the positive sentiment.",,"['Supermarket', 'Grocery store']"
Berta's Mexican Restaurant #1,"(Translated by Google) I like almost all the food, I blew the juices. If the food is freshly sewn. because they have not also THE JUICES OR DRINKS RECEIVE ECHAS ALSO. THEY DO NOT HAVE EITHER TO CHANGE THE CHILDREN OF DIAPERS I HAVE MISSED A CHAIR AND THE BATH IS VERY COLD. 😁

(Original)
Me gusta casi toda la comida, espetó los  jugos .Si la comida está recién cosida. por que no hasen también LOS JUGOS O BEBIDAS RECIEN ECHAS TAMBIEN . NO TIENEN  TAMPOCO PARA CAMBIAR A LOS NIÑOS DE  PAÑALES  LE HASE FALTA UNA CAMITA Y EL BANO ESTA MUY FRÍO. 😁",Valid,"This is a genuine review of a Mexican restaurant experience. The reviewer discusses the food quality, beverages, and facilities (including diaper changing area and bathroom temperature), which are all relevant aspects of dining at this establishment. Despite some translation issues and unconventional spelling, the content clearly relates to the restaurant's services and amenities.",,['Mexican restaurant']
Discount Tire,"What a great experience! I want to thank Adam for the excellent customer service, Tony for empowering employees to take action as well as Brandon and Seth for their excellent service and attention to detail. I recently booked an appointment with a competitor next door and was extremely disappointed. I went to Discount Tire Store and Adam got me right in. In less than 20 minutes they had me on the road again. I can't say enough about the professionalism of the staff. Congratulations on a well run business. That kind of coordination and teamwork only comes from a well run business with excellent training and teamwork!",Valid,"The review describes a genuine customer experience at Discount Tire, mentioning specific staff members (Adam, Tony, Brandon, Seth) and detailing the tire service received. The content is directly relevant to the tire shop category and business name, with a 5-star rating that matches the highly positive experience described.",,"['Tire shop', 'Auto body shop', 'Auto parts store', 'Auto repair shop', 'Wheel store']"
Newcastle Casino,Take people there to make a deposit 😂😂😂🤣🤣🤣,Valid,"The review appears to be a humorous comment about taking people to a casino to make deposits (gamble), which is directly relevant to the casino's primary function. The 5-star rating and laughing emojis suggest a positive, lighthearted experience at the location.","Cards, electronic games & American bites plus bands, dancing & free outdoor summer concerts.","['Casino', 'Tourist attraction']"
New China Super Buffet,Food wasnt that fresh for a saturday evening,Valid,"The review describes a genuine dining experience at the Chinese restaurant, commenting on food freshness during a specific visit (Saturday evening). The 3-star rating is consistent with the mixed feedback about food quality.",,['Chinese restaurant']
Prossimo Ristorante,Absolutely phenomenal place! Wife and I loved coming here...atmosphere and food was stellar. The definite hits were the Tableside Mozzarella and the Tableside Alfredo. Would highly recommend both of those options. Definitely will be coming back for fancy date in the future!,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific dishes (Tableside Mozzarella and Tableside Alfredo), atmosphere, and plans to return. The 5-star rating is consistent with the highly positive feedback about the food and experience.",,['Restaurant']
Whataburger,Good food,Valid,"The review provides a genuine assessment of the food quality at Whataburger, which is directly relevant to this fast-food restaurant. The 5-star rating is consistent with the positive comment 'Good food'.","Circa-1950 fast-food chain for counter-serve burgers, some stacked with multiple patties.","['Restaurant', 'Breakfast restaurant', 'Chicken restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Takeout Restaurant']"
Dollar General,The location is very convenient.,Valid,"The review describes a genuine experience about the store's location convenience, which is relevant to Dollar General as a retail establishment. The 4-star rating is consistent with the positive comment about convenience.","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Grocery store']"
Fancy Nails,Great place.  Love the people there!,Valid,"The review expresses a positive experience at a nail salon with praise for both the place and staff, which is relevant to the business category and consistent with the 5-star rating.",,['Nail salon']
"Chelino's Mexican Restaurant (Del City, OK)",This is great food and great service. Party of 6 no problems with anything.,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning food quality, service, and party size. The 5-star rating is consistent with the positive feedback about the restaurant experience.","Casual Mexican chain serving a lengthy menu of traditional fare, from fajitas to fish tacos.","['Mexican restaurant', 'Restaurant']"
Cajun King,The food is excellent!,Valid,"The review provides a genuine positive assessment of the food quality at a Cajun restaurant, with a 5-star rating that matches the positive sentiment expressed in the text.","Cafe serving fried catfish, gumbo, beignets & other Louisiana fare in a buffet-style spread.","['Cajun restaurant', 'Chicken restaurant', 'Restaurant', 'Seafood restaurant', 'Soul food restaurant', 'Southern restaurant (US)']"
The Rink,Good family fun,Valid,"The review provides a genuine assessment of the roller skating rink experience with 'Good family fun', which is relevant to the business category and describes a typical experience at such a venue. The 4-star rating is consistent with the positive text.",,['Roller skating rink']
New York Pizza & Pasta,Right place for quick pizza,Valid,"The review describes a genuine experience at the pizza restaurant, mentioning 'quick pizza' which is relevant to the business description of 'NYC-style pizza by the slice' and matches the pizza restaurant category. The 3-star rating is consistent with the neutral-positive tone.","Joint offering NYC-style pizza by the slice or pie, along with Italian entrees, subs & other eats.","['Pizza restaurant', 'Italian restaurant']"
Chick-fil-A,They are so efficient! Can they please run our Gov't and insurance companies too.,Valid,"The review expresses genuine praise for the restaurant's efficiency, which is directly relevant to the fast-food service experience. The humorous suggestion about government and insurance companies is a common way to emphasize how impressed the reviewer was with the service quality.","Fast-food chain serving chicken sandwiches, strips & nuggets along with salads & sides.","['Fast food restaurant', 'Breakfast restaurant', 'Caterer', 'Chicken restaurant', 'Delivery service', 'Family restaurant']"
Midtown Mutts Dog Park,"Good size, clean. Dogs and owners where friendly. Will visit again if in the area.",Valid,"The review describes a genuine experience at the dog park, mentioning relevant aspects like size, cleanliness, friendliness of dogs and owners, and future visit intentions. The 5-star rating is consistent with the positive feedback about the dog park.",,"['Dog park', 'Park']"
United States Postal Service,"Got kicked out at 12:03 P.M. on a Saturday when I was next in line to drop off two prepaid, already-labeled packages. There were at least 30 people behind me, and I had been waiting for quite a while. There was only one person working the desk. No warning to everyone waiting. No one went to lock the door so that folks would stop coming in. And I was basically chastised with a scowl from the person working the desk for being there after noon, although the lady in front of me was treated fine.

Unfortunately, this is my local post office. Most folks that work there are good people. Whoever this person is should not have a job that requires working with customers. You can at least be respectful.",Valid,"The review describes a specific, detailed experience at the post office including waiting in line, being served by staff, and the treatment received. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to postal service operations.",,"['Post office', 'Logistics service', 'Money order service', 'Passport office', 'Shipping and mailing service']"
Taqueria San Felipe Gto,Delicious food,Valid,"The review provides a positive assessment of the food quality at a Mexican restaurant, which is directly relevant to the business. The 5-star rating is consistent with the positive comment 'Delicious food'.",,['Mexican restaurant']
Regal Car Sales & Credit,Thank You Mary You are Awesome Appreciate the help,Valid,"The review expresses genuine gratitude to a staff member (Mary) for help received, which is relevant to a car dealership's customer service experience. The 5-star rating is consistent with the positive feedback.",,"['Used car dealer', 'Car finance and loan company']"
Park Avenue Thrift,Always good prices and good selection,Valid,"The review describes a genuine shopping experience at the thrift store, mentioning relevant aspects like prices and selection that are directly related to the business category and services.",,['Thrift store']
At the Beach,"After watching two young girls mistreat an employee, I have even more love for this place. Kiddos to the manager on duty last night for her patience with such disrespectful and outright deplorable young ladies.
Those 2 young girls were extremely aggressive and threatening to both the staff and other customers. One lady even had a child that witnessed them acting this way. Every customer in the store was outrages by their behavior. Management was patient amd kimd, but should've asked to leave. Corporate needs to BAN BEHAVIOR LIKE THIS FROM ANYONE IN THEIR STORES to provide a safer, nonthreatening environment for EVERYONE.",Valid,"This is a genuine customer experience review describing an incident witnessed at the tanning salon. The reviewer shares their observation of poor customer behavior, praises the management's response, and provides feedback about store policies. The content is directly relevant to the business and reflects a real visit experience.",,['Tanning salon']
McDonald's,"I go for convenience of location & normally quick in drive-thru. Not likely you'll talk to someone who understands or speaks English very well but usually pleasant. Accurate with order 85% of time IF nothing custom/changed. Food not usually hot, just warm to cool.",Valid,"The review provides a genuine experience about visiting McDonald's, discussing specific aspects like drive-thru service, staff communication, order accuracy, and food temperature. The content is directly relevant to the fast-food restaurant and reflects typical customer concerns.","Classic, long-running fast-food chain known for its burgers, fries & shakes.","['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']"
Marshalls,I can't get my kicks so boo to them,Irrelevant,"The review text 'I can't get my kicks so boo to them' is vague and unclear. The phrase 'get my kicks' doesn't relate to shopping for clothing, accessories, or housewares at a department store like Marshalls. Combined with the extreme 1-star rating and muffled comment that lacks any specific details about the shopping experience, this appears to be irrelevant to the business.","Retail chain offering brand-name clothing, accessories, shoes & housewares.","['Department store', ""Children's clothing store"", 'Clothing store', 'Luggage store', ""Men's clothing store"", 'Swimwear store', 'T-shirt store', ""Women's clothing store""]"
Starbucks,"Decent Starbucks, friendly staff.",Valid,"The review describes a genuine experience at Starbucks, commenting on the quality and staff friendliness. The 4-star rating aligns with the positive but moderate assessment ('decent'), and the content is directly relevant to the coffee shop business.","Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']"
Ross Dress for Less,Love this store,Valid,The review expresses genuine positive sentiment about the store with a 5-star rating that matches the positive text. The comment 'Love this store' is directly relevant to Ross Dress for Less as a retail/clothing store.,"Retail chain selling brand-name clothing, shoes, accessories & housewares at discount prices.","['Clothing store', 'Department store', ""Men's clothing store"", 'Shoe store', ""Women's clothing store""]"
Arby's,Good food fast service,Valid,"The review describes a genuine dining experience at Arby's, commenting on both food quality and service speed, which are relevant to a fast-food restaurant. The 3-star rating is consistent with the positive but brief feedback.","Fast-food chain, known for its roast beef, serving up hot & cold sandwiches, fries & shakes.","['Fast food restaurant', 'American restaurant', 'Deli', 'Takeout Restaurant', 'Sandwich shop']"
Church's Chicken,I like Church's Chicken every now and then,Valid,"The review expresses a genuine opinion about Church's Chicken, which directly relates to the business name and category (chicken restaurant). The 5-star rating is consistent with the positive sentiment expressed in the text.","Fast-food chain offering fried chicken, sandwiches, wings & Southern-influenced sides.","['Chicken restaurant', 'Family restaurant', 'Fast food restaurant']"
Mom's Family Diner #2,Great breakfast food! Fast and efficient service.,Valid,"The review describes a genuine dining experience at the diner, praising the breakfast food and service quality. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the business category and expected services.",,['Diner']
Sonic Drive-In,Good food fast service,Valid,"The review provides a genuine assessment of the dining experience at Sonic Drive-In, mentioning both food quality and service speed which are relevant to a fast-food restaurant. The 5-star rating is consistent with the positive comments.","Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']"
Erly Rush Drive Thru,Best place in Muskogee for drive-thru coffee!,Valid,"The review describes a genuine experience with the coffee shop's drive-thru service, which is directly relevant to the business category 'Coffee shop' and the business name 'Erly Rush Drive Thru'. The 5-star rating is consistent with the positive text praising it as the 'best place' for drive-thru coffee.",,['Coffee shop']
The Home Depot,Good place,Valid,"The review provides a genuine positive assessment of The Home Depot with a 5-star rating. While brief, 'Good place' is a relevant evaluation that aligns with the business being a home improvement store.","Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).","['Home improvement store', 'Appliance store', 'Bathroom supply store', 'Cabinet store', 'Hardware store', 'Lighting store', 'Paint store', 'Rug store', 'Tool store', 'Window treatment store']"
Charleston's Restaurant,Great food and great service!!!,Valid,"The review provides a genuine positive experience about the food and service at Charleston's Restaurant, with a 5-star rating that matches the enthusiastic text content.",Casual hangout with sports on TV & a menu of classic American pub fare.,['American restaurant']
